protein	reaction	direction
P75782	16497	16498
B7NAA7	16497	nan
B1LM99	16497	nan
Q1REB8	16497	nan
A4W8E5	16497	nan
B7LJV2	16497	nan
B5XYT7	16497	nan
A6T6Q1	16497	nan
A6W2M9	16497	nan
Q6D958	16497	nan
C6D8Y7	16497	nan
Q6LIW6	16497	nan
Q48MF3	16497	nan
Q15VI3	16497	nan
A6V0S3	16497	nan
B7UVS7	16497	nan
Q02RZ9	16497	nan
Q9HXG4	16497	nan
Q1I5F5	16497	nan
Q4KHU0	16497	nan
C3K6G1	16497	nan
A4XY67	16497	nan
A5VZ65	16497	nan
Q3KHM8	16497	nan
B0KQK4	16497	nan
Q88P77	16497	nan
B1JBB3	16497	nan
Q887M4	16497	nan
Q3IBW7	16497	nan
Q4ZXI1	16497	nan
Q4FVS6	16497	nan
Q1QEW1	16497	nan
A1SSI8	16497	nan
A5WBC6	16497	nan
Q21P11	16497	nan
B5F0A4	16497	nan
A9MIS5	16497	nan
B5FP91	16497	nan
B5QXT1	16497	nan
B5R792	16497	nan
B4TC80	16497	nan
B4T083	16497	nan
Q5PG24	16497	nan
A9MSU1	16497	nan
B5BC01	16497	nan
B4TQW9	16497	nan
Q8ZQN4	16497	nan
A8GBT4	16497	nan
A1SBR7	16497	nan
B8E3W0	16497	nan
A3DAC9	16497	nan
A6WHK9	16497	nan
A9KVB0	16497	nan
Q12T32	16497	nan
Q08A02	16497	nan
B0TM80	16497	nan
A3QJF9	16497	nan
Q8EKF9	16497	nan
A8HA69	16497	nan
A4Y1N1	16497	nan
A0KRF2	16497	nan
A8G1Q8	16497	nan
Q0HP08	16497	nan
Q0I0H7	16497	nan
A1RQ03	16497	nan
B1KP42	16497	nan
B2TVC2	16497	nan
Q323Y7	16497	nan
Q32I85	16497	nan
Q0T6F4	16497	nan
Q83LU4	16497	nan
Q3Z3X8	16497	nan
A4VP05	16497	nan
A7N060	16497	nan
A5F7R5	16497	nan
Q9KRM2	16497	nan
C3LMU1	16497	nan
Q87Q26	16497	nan
Q8D935	16497	nan
Q7MLD9	16497	nan
A1JU40	16497	nan
A7FGU1	16497	nan
Q1C6E5	16497	nan
B2K7Y6	16497	nan
Q7CJ72	16497	nan
A9R6I2	16497	nan
Q1CHT7	16497	nan
A4TM00	16497	nan
Q669D4	16497	nan
B1JH95	16497	nan
A0KHC4	42744	nan
A4SQM2	42744	nan
Q0VPK2	42744	nan
Q5E6X8	42744	nan
B5FBH8	42744	nan
B6EIC1	42744	nan
B4RZB4	42744	nan
A8APY0	42744	nan
Q488Q3	42744	nan
A7MIS8	42744	nan
A7ZRW7	42744	nan
Q8XAK8	42744	nan
B5YRC4	42744	nan
B1XG88	42744	nan
A8A4P1	42744	nan
A1AG02	42744	nan
Q0TD22	42744	nan
Q8FDE5	42744	nan
B1IRN3	42744	nan
P42596	42744	42745
B1LFI2	42744	nan
Q1R6P6	42744	nan
A4WER8	42744	nan
B2VDD5	42744	nan
B5XTX7	42744	nan
A6TEC2	42744	nan
Q6D9G1	42744	nan
Q6LTZ3	42744	nan
Q48DT7	42744	nan
Q15YR1	42744	nan
A6VC08	42744	nan
Q02G60	42744	nan
Q9HVH4	42744	nan
Q1I4K4	42744	nan
Q4K5Q4	42744	nan
A4XQA3	42744	nan
A5W920	42744	nan
Q3K6H7	42744	nan
B0KHQ8	42744	nan
Q88E20	42744	nan
B1J2W7	42744	nan
Q0EDR2	42744	nan
Q87WA9	42744	nan
Q3IHQ6	42744	nan
Q4ZNG3	42744	nan
A1SX22	42744	nan
B5F6B6	42744	nan
A9MPU2	42744	nan
Q57JN9	42744	nan
B5FHV5	42744	nan
B5QZ55	42744	nan
B5REH7	42744	nan
B4TIU8	42744	nan
B4T690	42744	nan
Q5PC93	42744	nan
A9N601	42744	nan
B5BG31	42744	nan
B4TVV4	42744	nan
Q8Z3L8	42744	nan
Q8ZLX5	42744	nan
A8GJW6	42744	nan
A1S8P4	42744	nan
A3D130	42744	nan
A6WRY2	42744	nan
A9L0V0	42744	nan
Q12K11	42744	nan
Q07YH6	42744	nan
B0TR07	42744	nan
A3QH04	42744	nan
Q8EHW5	42744	nan
A8H786	42744	nan
A4Y3Y0	42744	nan
A0KTP8	42744	nan
A8FYW7	42744	nan
Q0HLQ7	42744	nan
Q0HY38	42744	nan
A1RN12	42744	nan
B1KD54	42744	nan
B2U1T3	42744	nan
Q31WU9	42744	nan
Q32BN8	42744	nan
Q0T0I4	42744	nan
Q821A5	42744	nan
Q3YXQ6	42744	nan
A4VI28	42744	nan
B7VKD0	42744	nan
A7N1U8	42744	nan
A5F5X3	42744	nan
Q9KPR9	42744	nan
Q87MA4	42744	nan
Q8DBJ8	42744	nan
Q7MIC5	42744	nan
A1JR10	42744	nan
A7FE15	42744	nan
Q1C310	42744	nan
B2K3B8	42744	nan
Q0WJ78	42744	nan
A9R1N3	42744	nan
Q1CMJ1	42744	nan
A4THM8	42744	nan
Q665P6	42744	nan
B1JLA4	42744	nan
O52828	42752	nan
B7GXS8	42752	nan
B7I8V1	42752	nan
B2HVT7	42752	nan
B0VSA3	42752	nan
A3M3G7	42752	nan
B0V9Q3	42752	nan
A3N2P8	42752	nan
B3H2J7	42752	nan
B0BRS6	42752	nan
A6VM72	42752	nan
A0KN93	42752	nan
A4SJW3	42752	nan
Q0VN46	42752	nan
Q5E6V2	42752	nan
B5FBK3	42752	nan
B6EIM8	42752	nan
Q0ABM7	42752	nan
C1DMQ3	42752	nan
B3PKN1	42752	nan
Q1QXB1	42752	nan
A8AJG7	42752	nan
Q484R1	42752	nan
B6J870	42752	nan
A9KCR0	42752	nan
A7MK41	42752	nan
A5EY47	42752	nan
A7ZJ25	42752	nan
B7UKS6	42752	nan
B7MFQ9	42752	nan
B7L9I0	42752	nan
P0A8J0	42752	nan
B5YQI8	42752	nan
B7NLZ5	42752	nan
B7MRS3	42752	nan
B7M5G3	42752	nan
C4ZWC3	42752	nan
B1X631	42752	nan
A7ZXR2	42752	nan
A1A8R1	42752	nan
Q0TK37	42752	nan
P0A8I9	42752	nan
B1IYH2	42752	nan
P0A8I8	42752	nan
B7N9P2	42752	nan
B6I146	42752	nan
B1LL85	42752	nan
Q1RES6	42752	nan
C5BGD2	42752	nan
A4W822	42752	nan
B2VBM9	42752	nan
B7LLH6	42752	nan
B0TX39	42752	nan
A7NE94	42752	nan
Q2A1Q2	42752	nan
A0Q842	42752	nan
Q0BKF0	42752	nan
Q7VKA3	42752	nan
Q4QPL1	42752	nan
A5UBA5	42752	nan
A5UFK3	42752	nan
P44470	42752	nan
Q2SA30	42752	nan
A1WYZ1	42752	nan
Q0I1H1	42752	nan
B0UVQ3	42752	nan
Q31IE1	42752	nan
Q5QYD9	42752	nan
B5XZR8	42752	nan
A6T697	42752	nan
Q5X5I9	42752	nan
A5IBL8	42752	nan
Q5ZVR4	42752	nan
Q5WWX2	42752	nan
Q65RH0	42752	nan
A6VZ82	42752	nan
A1U3C0	42752	nan
Q60BT8	42752	nan
Q3J7T4	42752	nan
Q9CJR9	42752	nan
Q6D7M1	42752	nan
C6DBW3	42752	nan
Q7N760	42752	nan
Q6LN94	42752	nan
B4EV08	42752	nan
Q48DL7	42752	nan
Q15VK5	42752	nan
A6V0A6	42752	nan
B7V8A9	42752	nan
Q02SH1	42752	nan
Q9HX23	42752	nan
Q1I4F3	42752	nan
Q4K5G2	42752	nan
C3K2M6	42752	nan
A4XYY1	42752	nan
A5W9J3	42752	nan
Q3K696	42752	nan
B0KJY2	42752	nan
Q88DL7	42752	nan
B1J136	42752	nan
Q87VV9	42752	nan
Q3IJ98	42752	nan
Q4ZN76	42752	nan
Q4FUQ0	42752	nan
Q1QDN7	42752	nan
A1SU08	42752	nan
A5WGB3	42752	nan
Q21FD2	42752	nan
B5EZ81	42752	nan
A9MKD5	42752	nan
Q57RT4	42752	nan
B5FMN7	42752	nan
B5QVP2	42752	nan
B5R7Y9	42752	nan
B4TB44	42752	nan
B4SYJ9	42752	nan
Q5PM81	42752	nan
A9MUL2	42752	nan
C0PW71	42752	nan
B5BCF3	42752	nan
B4TPW8	42752	nan
P67521	42752	nan
P67520	42752	nan
A8GB16	42752	nan
A1S8T3	42752	nan
B8E4X2	42752	nan
A3D7P1	42752	nan
A6WRK4	42752	nan
A9L006	42752	nan
Q12QY2	42752	nan
Q087K7	42752	nan
B0TR49	42752	nan
A3QH52	42752	nan
Q8EHP8	42752	nan
A8H7C7	42752	nan
A4Y9F4	42752	nan
B8CSG9	42752	nan
A0KTW2	42752	nan
A8FZ15	42752	nan
Q0HLJ5	42752	nan
Q0HXU9	42752	nan
A1RGU0	42752	nan
B1KDW5	42752	nan
B2TU82	42752	nan
Q324Q7	42752	nan
Q32IU4	42752	nan
Q0T6P6	42752	nan
P0A8J1	42752	nan
Q3Z4F6	42752	nan
Q2NUV2	42752	nan
B4SRE2	42752	nan
B2FPR2	42752	nan
A4VR04	42752	nan
C5BNN2	42752	nan
B8GV07	42752	nan
C4LCB6	42752	nan
B7VKF3	42752	nan
A7MY83	42752	nan
A5F2Y7	42752	nan
Q9KTF1	42752	nan
C3LTJ9	42752	nan
Q87RQ4	42752	nan
Q8DFD8	42752	nan
Q7MN10	42752	nan
Q8PIX0	42752	nan
Q4UWK2	42752	nan
B0RR12	42752	nan
Q8P7J8	42752	nan
Q3BRF1	42752	nan
Q2P0N7	42752	nan
B2SWG5	42752	nan
Q5GXJ5	42752	nan
B2I8D4	42752	nan
Q9PGG4	42752	nan
B0U4I5	42752	nan
Q87AV1	42752	nan
A1JPW6	42752	nan
A7FKY2	42752	nan
Q1C516	42752	nan
B2K881	42752	nan
Q8ZDG3	42752	nan
A9R6Z5	42752	nan
Q1CKQ9	42752	nan
A4TP02	42752	nan
Q66DE8	42752	nan
B1JGB0	42752	nan
A0KKF0	42912	nan
A4SML8	42912	nan
Q5E4P6	42912	nan
B5FEQ2	42912	nan
B6EMK8	42912	nan
B4RRY8	42912	nan
A8AIB0	42912	nan
Q482P5	42912	nan
A7ME44	42912	nan
A7ZK71	42912	nan
B7UN46	42912	nan
Q8XD85	42912	nan
B5YT98	42912	nan
C4ZQ93	42912	nan
B1X8S1	42912	nan
A7ZYR9	42912	nan
A1A9N6	42912	nan
Q0TJ93	42912	nan
Q8FJ71	42912	nan
B1IVW5	42912	nan
P75876	42912	nan
B6I942	42912	nan
B1LJ30	42912	nan
Q1RDP5	42912	nan
A4W8X9	42912	nan
B2VDG5	42912	nan
B5XY38	42912	nan
A6T766	42912	nan
Q6LQ36	42912	nan
Q15TV2	42912	nan
Q3IKJ0	42912	nan
B5F1W3	42912	nan
A9MHS2	42912	nan
Q57QS3	42912	nan
B5FR09	42912	nan
B5QZH0	42912	nan
B5R6D3	42912	nan
B4TE06	42912	nan
B4T209	42912	nan
Q5PGB6	42912	nan
A9N6W0	42912	nan
C0Q8C5	42912	nan
B5BBK0	42912	nan
B4TSJ2	42912	nan
Q8Z7R6	42912	nan
Q8ZQ64	42912	nan
A8GCM8	42912	nan
A1S9W1	42912	nan
A3D7R1	42912	nan
A6WRS8	42912	nan
A9L0P6	42912	nan
Q12JE5	42912	nan
Q07VV2	42912	nan
Q8EHR8	42912	nan
A4Y9L4	42912	nan
A0KTU3	42912	nan
Q0HLL4	42912	nan
Q0HXZ5	42912	nan
A1RGR7	42912	nan
B2TTS7	42912	nan
Q31YN0	42912	nan
Q32HT9	42912	nan
Q0T667	42912	nan
Q83LM0	42912	nan
C4L7I7	42912	nan
A7MZM6	42912	nan
A5F8G8	42912	nan
Q9KSA5	42912	nan
Q87P89	42912	nan
Q8D992	42912	nan
Q7ML80	42912	nan
A1JMW5	42912	nan
A7FJR8	42912	nan
Q1CA17	42912	nan
B2JYU4	42912	nan
Q7CHM1	42912	nan
A9R2N9	42912	nan
Q1CGL8	42912	nan
A4TKV4	42912	nan
Q66CE0	42912	nan
B1JQP6	42912	nan
P37634	43736	nan
P31777	43736	nan
Q6FCR7	42740	nan
Q6FCR7	43772	nan
B2HWX8	42740	nan
B2HWX8	43772	nan
B0VLH0	42740	nan
B0VLH0	43772	nan
B0VAL5	42740	nan
B0VAL5	43772	nan
A3MYD2	42740	nan
A3MYD2	43772	nan
B3GZQ0	42740	nan
B3GZQ0	43772	nan
B0BRL8	42740	nan
B0BRL8	43772	nan
A6VMR3	42740	nan
A6VMR3	43772	nan
A0KKK7	42740	nan
A0KKK7	43772	nan
A4SME4	42740	nan
A4SME4	43772	nan
Q0VQU5	42740	nan
Q0VQU5	43772	nan
Q5E5B4	42740	nan
Q5E5B4	43772	nan
B5FE19	42740	nan
B5FE19	43772	nan
B6ELD3	42740	nan
B6ELD3	43772	nan
Q0A793	42740	nan
Q0A793	43772	nan
Q1W3E0	42740	nan
Q1W3E0	43772	nan
B4RZ48	42740	nan
B4RZ48	43772	nan
P57444	42740	nan
P57444	43772	nan
Q8K9I4	42740	nan
Q8K9I4	43772	nan
B3PIL6	42740	nan
B3PIL6	43772	nan
Q1QXV9	42740	nan
Q1QXV9	43772	nan
A8AID1	42740	nan
A8AID1	43772	nan
Q47Z09	42740	nan
Q47Z09	43772	nan
A7MEX5	42740	nan
A7MEX5	43772	nan
A5EX48	42740	nan
A5EX48	43772	nan
A7ZK52	42740	nan
A7ZK52	43772	nan
Q8XDB2	42740	nan
Q8XDB2	43772	nan
B5YT79	42740	nan
B5YT79	43772	nan
B1X8Q2	42740	nan
B1X8Q2	43772	nan
A7ZYQ0	42740	nan
A7ZYQ0	43772	nan
A1A9L8	42740	nan
A1A9L8	43772	nan
Q0TJB3	42740	nan
Q0TJB3	43772	nan
Q8FJ88	42740	nan
Q8FJ88	43772	nan
B1IVY4	42740	nan
B1IVY4	43772	nan
P75864	42740	nan
P75864	43772	nan
B1LJR4	42740	nan
B1LJR4	43772	nan
Q1RDR6	42740	nan
Q1RDR6	43772	nan
A4W8W0	42740	nan
A4W8W0	43772	nan
B2VDF6	42740	nan
B2VDF6	43772	nan
B0U0U4	42740	nan
B0U0U4	43772	nan
Q14HS5	42740	nan
Q14HS5	43772	nan
A7NCY2	42740	nan
A7NCY2	43772	nan
Q2A2U4	42740	nan
Q2A2U4	43772	nan
B2SGG3	42740	nan
B2SGG3	43772	nan
A0Q621	42740	nan
A0Q621	43772	nan
Q0BLC3	42740	nan
Q0BLC3	43772	nan
Q5NGC3	42740	nan
Q5NGC3	43772	nan
A4IXN4	42740	nan
A4IXN4	43772	nan
Q7VP04	42740	nan
Q7VP04	43772	nan
Q4QP66	42740	nan
Q4QP66	43772	nan
A5UB28	42740	nan
A5UB28	43772	nan
A5UFS2	42740	nan
A5UFS2	43772	nan
P44524	42740	nan
P44524	43772	nan
Q2SCH1	42740	nan
Q2SCH1	43772	nan
Q0I4C6	42740	nan
Q0I4C6	43772	nan
B0UUM5	42740	nan
B0UUM5	43772	nan
Q31IC8	42740	nan
Q31IC8	43772	nan
Q5QX63	42740	nan
Q5QX63	43772	nan
B5XY56	42740	nan
B5XY56	43772	nan
A6T742	42740	nan
A6T742	43772	nan
Q5X969	42740	nan
Q5X969	43772	nan
A5I9H3	42740	nan
A5I9H3	43772	nan
Q5ZZI8	42740	nan
Q5ZZI8	43772	nan
Q5X0J6	42740	nan
Q5X0J6	43772	nan
Q65UK6	42740	nan
Q65UK6	43772	nan
A6VW36	42740	nan
A6VW36	43772	nan
A1TZG2	42740	nan
A1TZG2	43772	nan
Q60AX5	42740	nan
Q60AX5	43772	nan
Q9CNW9	42740	nan
Q9CNW9	43772	nan
Q6D459	42740	nan
Q6D459	43772	nan
Q7N612	42740	nan
Q7N612	43772	nan
Q6LRA0	42740	nan
Q6LRA0	43772	nan
B4EVC6	42740	nan
B4EVC6	43772	nan
Q48JX8	42740	nan
Q48JX8	43772	nan
Q15UB5	42740	nan
Q15UB5	43772	nan
A6V328	42740	nan
A6V328	43772	nan
Q9HZG0	42740	nan
Q9HZG0	43772	nan
Q1ICL2	42740	nan
Q1ICL2	43772	nan
Q4KFI6	42740	nan
Q4KFI6	43772	nan
A4XWP8	42740	nan
A4XWP8	43772	nan
A5W6K7	42740	nan
A5W6K7	43772	nan
Q3KFC5	42740	nan
Q3KFC5	43772	nan
B0KG92	42740	nan
B0KG92	43772	nan
Q88L39	42740	nan
Q88L39	43772	nan
B1J5B7	42740	nan
B1J5B7	43772	nan
Q883N9	42740	nan
Q883N9	43772	nan
Q3IGZ3	42740	nan
Q3IGZ3	43772	nan
Q4ZUM1	42740	nan
Q4ZUM1	43772	nan
Q4FTN9	42740	nan
Q4FTN9	43772	nan
Q1QCP8	42740	nan
Q1QCP8	43772	nan
A1SX09	42740	nan
A1SX09	43772	nan
A5WGC0	42740	nan
A5WGC0	43772	nan
Q21JW7	42740	nan
Q21JW7	43772	nan
B5F1U5	42740	nan
B5F1U5	43772	nan
A9MHU0	42740	nan
A9MHU0	43772	nan
Q57QU1	42740	nan
Q57QU1	43772	nan
B5FQZ1	42740	nan
B5FQZ1	43772	nan
B5QZF1	42740	nan
B5QZF1	43772	nan
B5R6B4	42740	nan
B5R6B4	43772	nan
B4TDY8	42740	nan
B4TDY8	43772	nan
B4T1Z1	42740	nan
B4T1Z1	43772	nan
Q5PGE3	42740	nan
Q5PGE3	43772	nan
A9N6Y0	42740	nan
A9N6Y0	43772	nan
B5BBL9	42740	nan
B5BBL9	43772	nan
B4TRX1	42740	nan
B4TRX1	43772	nan
Q8Z7S6	42740	nan
Q8Z7S6	43772	nan
Q8ZQ73	42740	nan
Q8ZQ73	43772	nan
A8GCK7	42740	nan
A8GCK7	43772	nan
A1S601	42740	nan
A1S601	43772	nan
A3D5Q0	42740	nan
A3D5Q0	43772	nan
A6WPK6	42740	nan
A6WPK6	43772	nan
A9L591	42740	nan
A9L591	43772	nan
Q12LC6	42740	nan
Q12LC6	43772	nan
Q07ZR3	42740	nan
Q07ZR3	43772	nan
B0TIX7	42740	nan
B0TIX7	43772	nan
A3QDY0	42740	nan
A3QDY0	43772	nan
Q8EFW4	42740	nan
Q8EFW4	43772	nan
A8H3Y1	42740	nan
A8H3Y1	43772	nan
A4Y5X4	42740	nan
A4Y5X4	43772	nan
A0KVL6	42740	nan
A0KVL6	43772	nan
A8FW59	42740	nan
A8FW59	43772	nan
Q0HJZ9	42740	nan
Q0HJZ9	43772	nan
Q0HWA0	42740	nan
Q0HWA0	43772	nan
A1RKM2	42740	nan
A1RKM2	43772	nan
B1KDN0	42740	nan
B1KDN0	43772	nan
B2TUD1	42740	nan
B2TUD1	43772	nan
Q31YL1	42740	nan
Q31YL1	43772	nan
Q32HV8	42740	nan
Q32HV8	43772	nan
Q0T686	42740	nan
Q0T686	43772	nan
Q83RX5	42740	nan
Q83RX5	43772	nan
Q3Z3H3	42740	nan
Q3Z3H3	43772	nan
Q2NU80	42740	nan
Q2NU80	43772	nan
B4SQ79	42740	nan
B4SQ79	43772	nan
B2FJ58	42740	nan
B2FJ58	43772	nan
A4VM39	42740	nan
A4VM39	43772	nan
A7N0M8	42740	nan
A7N0M8	43772	nan
A5F836	42740	nan
A5F836	43772	nan
Q9KRZ5	42740	nan
Q9KRZ5	43772	nan
Q87PC0	42740	nan
Q87PC0	43772	nan
Q7MKX1	42740	nan
Q7MKX1	43772	nan
Q8PM40	42740	nan
Q8PM40	43772	nan
Q4UT85	42740	nan
Q4UT85	43772	nan
B0RV07	42740	nan
B0RV07	43772	nan
Q8PAE0	42740	nan
Q8PAE0	43772	nan
Q3BV47	42740	nan
Q3BV47	43772	nan
Q2P309	42740	nan
Q2P309	43772	nan
B2SIS8	42740	nan
B2SIS8	43772	nan
Q5H029	42740	nan
Q5H029	43772	nan
B2IA87	42740	nan
B2IA87	43772	nan
Q9PA69	42740	nan
Q9PA69	43772	nan
B0U5Z5	42740	nan
B0U5Z5	43772	nan
Q87A16	42740	nan
Q87A16	43772	nan
A1JMQ6	42740	nan
A1JMQ6	43772	nan
A7FJT9	42740	nan
A7FJT9	43772	nan
Q1CA41	42740	nan
Q1CA41	43772	nan
B2JYS1	42740	nan
B2JYS1	43772	nan
Q7CHK7	42740	nan
Q7CHK7	43772	nan
A9R7L5	42740	nan
A9R7L5	43772	nan
Q1CGJ3	42740	nan
Q1CGJ3	43772	nan
A4TMZ0	42740	nan
A4TMZ0	43772	nan
Q66CG1	42740	nan
Q66CG1	43772	nan
B1JQR7	42740	nan
B1JQR7	43772	nan
A3N049	42788	nan
B3H1B0	42788	nan
B0BNW7	42788	nan
A6VQ01	42788	nan
A0KHE0	42788	nan
A4SQK6	42788	nan
C6ANQ9	42788	nan
Q0VP88	42788	nan
Q5E7A8	42788	nan
B5FAT6	42788	nan
B6EGG2	42788	nan
Q0A8J8	42788	nan
B4RSU6	42788	nan
C1DEM7	42788	nan
B3PKB3	42788	nan
Q1QUU9	42788	nan
A8AP21	42788	nan
Q47YA5	42788	nan
A7MR02	42788	nan
C6CEU3	42788	nan
A7ZQQ1	42788	nan
B7UHM2	42788	nan
B7MLC7	42788	nan
B7LEY3	42788	nan
P0ADR7	42788	nan
B5Z4C6	42788	nan
C6USC2	42788	nan
B7NVV4	42788	nan
B7MYV7	42788	nan
B7LXM2	42788	nan
C5W8B2	42788	nan
C6UCT5	42788	nan
C4ZZW1	42788	nan
B1XDL5	42788	nan
A8A3U1	42788	nan
A1AEZ3	42788	nan
Q0TE53	42788	nan
Q8FEE5	42788	nan
B1IU35	42788	nan
P0ADR6	42788	nan
B7N740	42788	nan
B6I6K4	42788	nan
B1LR00	42788	nan
Q1R7N4	42788	nan
C5BHA4	42788	nan
A4WDY6	42788	nan
B2VFX4	42788	nan
B7LVW4	42788	nan
Q7VLM7	42788	nan
Q4QLA4	42788	nan
A5UCR5	42788	nan
A5UIV9	42788	nan
P45100	42788	nan
Q2SJS1	42788	nan
A1WXL3	42788	nan
Q0I256	42788	nan
B0UVZ4	42788	nan
Q5QW15	42788	nan
B5XUY0	42788	nan
A6TD87	42788	nan
Q65U59	42788	nan
A6VWM5	42788	nan
A1U1J4	42788	nan
Q60CL4	42788	nan
C6CC07	42788	nan
Q9CN71	42788	nan
Q6D8F7	42788	nan
C6DAH1	42788	nan
C7BKL0	42788	nan
Q6QNZ6	42788	nan
Q7N8R4	42788	nan
Q6LN05	42788	nan
B4F2E7	42788	nan
Q48GK0	42788	nan
Q15TS0	42788	nan
A6V7T6	42788	nan
B7UVG0	42788	nan
Q02K46	42788	nan
Q9I3F4	42788	nan
Q1I7B1	42788	nan
Q4KFD4	42788	nan
C3K5G4	42788	nan
A4XTK0	42788	nan
A5W6J0	42788	nan
Q3K9C8	42788	nan
B0KGD7	42788	nan
Q88L23	42788	nan
B1J5D5	42788	nan
Q884S1	42788	nan
Q3IKB2	42788	nan
Q4ZQY7	42788	nan
A1SV95	42788	nan
Q21LL4	42788	nan
B5F4S7	42788	nan
A9MSA2	42788	nan
Q57KD6	42788	nan
B5FTY5	42788	nan
B5QWR4	42788	nan
B5RDV8	42788	nan
B4TGN7	42788	nan
B4T4X5	42788	nan
Q5PEK5	42788	nan
A9N2J6	42788	nan
C0PXG9	42788	nan
B5BF35	42788	nan
B4TUK1	42788	nan
Q8XFI3	42788	nan
Q7CPW1	42788	nan
A8GIF9	42788	nan
A1S8C4	42788	nan
B8EAT7	42788	nan
A3D2C2	42788	nan
A6WL14	42788	nan
A9KTM5	42788	nan
Q12L35	42788	nan
Q07ZE4	42788	nan
B0TPH1	42788	nan
A3QGM9	42788	nan
Q8EGQ9	42788	nan
A8H6W1	42788	nan
A4Y4Y0	42788	nan
A0KZ99	42788	nan
A8FYK0	42788	nan
Q0HGM5	42788	nan
Q0HSX8	42788	nan
A1RLU3	42788	nan
B1KQX8	42788	nan
B2TZC9	42788	nan
Q31XI5	42788	nan
Q32CB2	42788	nan
Q0T154	42788	nan
Q83JW6	42788	nan
Q3YY51	42788	nan
Q2NRJ6	42788	nan
B4SK51	42788	nan
B2FPH5	42788	nan
A4VKM0	42788	nan
C5BR43	42788	nan
C4L9Y9	42788	nan
B7VJ92	42788	nan
A7N1H7	42788	nan
Q87RT2	42788	nan
Q8DFB2	42788	nan
Q7MN36	42788	nan
Q8PNZ9	42788	nan
Q4UR65	42788	nan
B0RUG0	42788	nan
Q8PCB8	42788	nan
Q3BX58	42788	nan
Q2NZK8	42788	nan
B2SPV7	42788	nan
Q5GWE6	42788	nan
B2I9N9	42788	nan
Q9PFD0	42788	nan
B0U5D5	42788	nan
Q87AC0	42788	nan
A1JPA5	42788	nan
A7FFF7	42788	nan
Q1CAQ2	42788	nan
B2JZ47	42788	nan
Q8ZH78	42788	nan
A9R2P6	42788	nan
Q1CFD2	42788	nan
A4TLA5	42788	nan
Q667H7	42788	nan
B1JQE8	42788	nan
Q6FEM6	42916	nan
Q6FEM6	43332	nan
B7H072	42916	nan
B7H072	43332	nan
B7I5G4	42916	nan
B7I5G4	43332	nan
B2I3E2	42916	nan
B2I3E2	43332	nan
B0VKS2	42916	nan
B0VKS2	43332	nan
A3M208	42916	nan
A3M208	43332	nan
B0V4U0	42916	nan
B0V4U0	43332	nan
A3N1S4	42916	nan
A3N1S4	43332	nan
B0BQK6	42916	nan
B0BQK6	43332	nan
A6VQX9	42916	nan
A6VQX9	43332	nan
A0KJ41	42916	nan
A0KJ41	43332	nan
A4SP04	42916	nan
A4SP04	43332	nan
Q0VND7	42916	nan
Q0VND7	43332	nan
Q5E775	42916	nan
Q5E775	43332	nan
B5FAW9	42916	nan
B5FAW9	43332	nan
B6EGY4	42916	nan
B6EGY4	43332	nan
Q0A989	42916	nan
Q0A989	43332	nan
Q492D9	42916	nan
Q492D9	43332	nan
P57373	42916	nan
P57373	43332	nan
Q8K9P5	42916	nan
Q8K9P5	43332	nan
Q89AK8	42916	nan
Q89AK8	43332	nan
Q057Q1	42916	nan
Q057Q1	43332	nan
Q1QTL1	42916	nan
Q1QTL1	43332	nan
A8AD69	42916	nan
A8AD69	43332	nan
Q47WB7	42916	nan
Q47WB7	43332	nan
B6J7Q9	42916	nan
B6J7Q9	43332	nan
B6IZM7	42916	nan
B6IZM7	43332	nan
A9KFV0	42916	nan
A9KFV0	43332	nan
A9NDW2	42916	nan
A9NDW2	43332	nan
Q83C77	42916	nan
Q83C77	43332	nan
A7MGV3	42916	nan
A7MGV3	43332	nan
A5EVN1	42916	nan
A5EVN1	43332	nan
A7ZPW0	42916	nan
A7ZPW0	43332	nan
B7UGW3	42916	nan
B7UGW3	43332	nan
B7MI02	42916	nan
B7MI02	43332	nan
B7LDA9	42916	nan
B7LDA9	43332	nan
Q8XAA4	42916	nan
Q8XAA4	43332	nan
B5Z0Y6	42916	nan
B5Z0Y6	43332	nan
B7NRG7	42916	nan
B7NRG7	43332	nan
B7N304	42916	nan
B7N304	43332	nan
B7M7M1	42916	nan
B7M7M1	43332	nan
C4ZX92	42916	nan
C4ZX92	43332	nan
B1XAZ2	42916	nan
B1XAZ2	43332	nan
A8A323	42916	nan
A8A323	43332	nan
A1AE55	42916	nan
A1AE55	43332	nan
Q0TEW8	42916	nan
Q0TEW8	43332	nan
Q8FF55	42916	nan
Q8FF55	43332	nan
B1IWE4	42916	nan
B1IWE4	43332	nan
P36979	42916	nan
P36979	43332	nan
B7N6A5	42916	nan
B7N6A5	43332	nan
B6I589	42916	nan
B6I589	43332	nan
B1LNH2	42916	nan
B1LNH2	43332	nan
Q1R8L6	42916	nan
Q1R8L6	43332	nan
C5BET4	42916	nan
C5BET4	43332	nan
A4WD95	42916	nan
A4WD95	43332	nan
B2VE98	42916	nan
B2VE98	43332	nan
B7LKC1	42916	nan
B7LKC1	43332	nan
B0U083	42916	nan
B0U083	43332	nan
Q14HF5	42916	nan
Q14HF5	43332	nan
A7NC58	42916	nan
A7NC58	43332	nan
Q2A3H3	42916	nan
Q2A3H3	43332	nan
