Primary_ID	ChEBI Name
CHEBI:33041	chromium pentafluoride
CHEBI:33042	pentafluorochromate(1-)
CHEBI:33043	pentafluorochromate(2-)
CHEBI:33044	chromium hexafluoride
CHEBI:33045	hexafluorochromate(3-)
CHEBI:33046	hexafluorochromate(4-)
CHEBI:33047	hexafluorochromate(2-)
CHEBI:33048	hexafluorochromate(1-)
CHEBI:33049	diamminesilver(1+)
CHEBI:33050	dimercury dichloride
CHEBI:33052	1H-inden-1-ylidene
CHEBI:33053	1H-inden-1-yl
CHEBI:33054	2H-indene
CHEBI:33055	4H-indene
CHEBI:33056	5H-indene
CHEBI:33057	s-indacene
CHEBI:33059	benzene-1,3,5-tricarboxylate(3-)
CHEBI:33060	benzene-1,3,5-tricarboxylate(2-)
CHEBI:33061	benzene-1,3,5-tricarboxylate(1-)
CHEBI:33062	as-indacene
CHEBI:33064	inositol hexanicotinate
CHEBI:33066	1H-indol-2-amine
CHEBI:33067	1H-indol-5-amine
CHEBI:33068	1H-indol-7-amine
CHEBI:33074	pentalene
CHEBI:33077	heptalene
CHEBI:33079	biphenylene
CHEBI:33080	triphenylene
CHEBI:33081	acenaphthylene
CHEBI:33082	phenalene
CHEBI:33083	fluoranthene
CHEBI:33084	octalene
CHEBI:33085	acephenanthrylene
CHEBI:33086	aceanthrylene
CHEBI:33089	pleiadene
CHEBI:33090	picene
CHEBI:33091	ovalene
CHEBI:33093	boron trifluoride
CHEBI:33094	(S)-3-aminoisobutyric acid
CHEBI:33095	rubicene
CHEBI:33098	2-nitrotoluene
CHEBI:33099	(hydridonitrato)hydroxidocarbon(.)
CHEBI:33100	carbamoyl
CHEBI:33106	tetraethylarsonium
CHEBI:33107	diarsene
CHEBI:33108	trans-diarsene
CHEBI:33109	cis-diarsene
CHEBI:33110	diarsane
CHEBI:33111	apholate
CHEBI:33112	lead diacetate trihydrate
CHEBI:33113	tetrathionate(1-)
CHEBI:33114	disulfane
CHEBI:33115	iodine(.)
CHEBI:33116	iodine(1+)
CHEBI:33117	bromine(.)
CHEBI:33119	borazine
CHEBI:33120	boroxin
CHEBI:33121	borthiin
CHEBI:33122	cyclodiborathiane
CHEBI:33123	cyclotetraborane
CHEBI:33124	oxidophosphorus(1+)
CHEBI:33125	oxidophosphate(1-)
CHEBI:33127	sulfadiazinate
CHEBI:33128	C60 fullerene
CHEBI:33129	di-mu-bromidobis(dibromidoaluminium)
CHEBI:33131	1H-arsole
CHEBI:33132	arsolane
CHEBI:33133	phospholane
CHEBI:33134	1H-phosphole
CHEBI:33135	pyrrolidine
CHEBI:33137	imidazolidine
CHEBI:33138	pyrazolidine
CHEBI:33140	pyrazolium
CHEBI:33141	dichromate(2-)
CHEBI:33142	hydrogen dichromate
CHEBI:33143	chromic acid
CHEBI:33144	hydrogenchromate
CHEBI:33146	vanadyl sulfate
CHEBI:33147	pentaphene
CHEBI:33148	pentacene
CHEBI:33149	tetraphenylene
CHEBI:33150	hexahelicene
CHEBI:33151	hexaphene
CHEBI:33152	hexacene
CHEBI:33153	heptahelicene
CHEBI:33154	trinaphthylene
CHEBI:33155	heptaphene
CHEBI:33156	heptacene
CHEBI:33157	hexaphenylene
CHEBI:33158	octahelicene
CHEBI:33159	pyranthrene
CHEBI:33160	octaphene
CHEBI:33161	cis-obtusilate
CHEBI:33162	obtusiloyl group
CHEBI:33163	dec-9-enoate
CHEBI:33165	octacene
CHEBI:33167	sodium iodide
CHEBI:33168	nonahelicene
CHEBI:33169	nonaphene
CHEBI:33170	nonacene
CHEBI:33171	tetranaphthylene
CHEBI:33172	octaphenylene
CHEBI:33173	benzimidazolide
CHEBI:33174	tetrafluoromagnesate(2-)
CHEBI:33176	octogen
CHEBI:33178	1H-isoindole
CHEBI:33179	2H-isoindole
CHEBI:33186	malononitrile
CHEBI:33187	oxomalononitrile
CHEBI:33188	iminomalononitrile
CHEBI:33189	hydrazonomalononitrile
CHEBI:33191	potassium cyanide
CHEBI:33192	sodium cyanide
CHEBI:33193	1H-tetrazole
CHEBI:33194	2H-tetrazole
CHEBI:33195	C70 fullerene
CHEBI:33202	2-thiobarbituric acid
CHEBI:33204	ethylmercury(1+)
CHEBI:33206	p-chloromercuribenzenesulfonic acid
CHEBI:33207	p-chloromercuribenzenesulfonate
CHEBI:33210	dimercury diacetate
CHEBI:33211	mercury diacetate
CHEBI:33214	ethylmercurithiosalicylic acid
CHEBI:33215	ethylmercurithiosalicylate
CHEBI:33221	corrin
CHEBI:33222	corrole
CHEBI:33224	chromane
CHEBI:33225	isochromane
CHEBI:33226	(Z)-cinnamyl alcohol
CHEBI:33227	(E)-cinnamyl alcohol
CHEBI:33228	TOAC
CHEBI:33237	vitamin D4
CHEBI:33251	monoatomic hydrogen
CHEBI:33269	3-acetoxymercuri-4-aminobenzenesulfonamide
CHEBI:33271	aldimine
CHEBI:33278	didesmethyl tocotrienol
CHEBI:33279	vitamin D5
CHEBI:33283	thiamine(1+) chloride
CHEBI:33301	bismuth atom
CHEBI:33310	neon atom
CHEBI:33313	polonium atom
CHEBI:33314	radon atom
CHEBI:33316	helium(2+)
CHEBI:33322	rubidium atom
CHEBI:33323	francium atom
CHEBI:33324	strontium atom
CHEBI:33325	radium atom
CHEBI:33330	scandium atom
CHEBI:33331	yttrium atom
CHEBI:33336	lanthanum atom
CHEBI:33337	actinium atom
CHEBI:33341	titanium atom
CHEBI:33342	zirconium atom
CHEBI:33343	hafnium atom
CHEBI:33344	niobium atom
CHEBI:33346	rutherfordium atom
CHEBI:33348	tantalum atom
CHEBI:33349	dubnium atom
CHEBI:33351	seaborgium atom
CHEBI:33353	technetium atom
CHEBI:33355	bohrium atom
CHEBI:33357	hassium atom
CHEBI:33359	rhodium atom
CHEBI:33361	meitnerium atom
CHEBI:33363	palladium
CHEBI:33364	platinum
CHEBI:33367	darmstadtium
CHEBI:33368	roentgenium atom
CHEBI:33369	cerium
CHEBI:33371	technetium-99
CHEBI:33372	neodymium atom
CHEBI:33373	promethium atom
CHEBI:33374	samarium atom
CHEBI:33375	gadolinium atom
CHEBI:33376	terbium atom
CHEBI:33377	dysprosium atom
CHEBI:33379	erbium
CHEBI:33380	thulium atom
CHEBI:33381	ytterbium
CHEBI:33382	lutetium atom
CHEBI:33384	L-serine zwitterion
CHEBI:33385	thorium
CHEBI:33386	protactinium atom
CHEBI:33387	neptunium atom
CHEBI:33388	plutonium atom
CHEBI:33389	americium atom
CHEBI:33390	curium atom
CHEBI:33391	berkelium atom
CHEBI:33392	californium atom
CHEBI:33393	einsteinium atom
CHEBI:33394	fermium
CHEBI:33395	mendelevium atom
CHEBI:33396	nobelium
CHEBI:33397	lawrencium atom
CHEBI:33398	platinum(3+)
CHEBI:33400	platinum(0)
CHEBI:33401	cyclotetrasulfur
CHEBI:33409	methylarsonate(1-)
CHEBI:33410	arsonite(1-)
CHEBI:33421	barban
CHEBI:33422	monoatomic pentacation
CHEBI:33423	monoatomic hexacation
CHEBI:33429	monoatomic monoanion
CHEBI:33439	3-iodophenol
CHEBI:33440	(R)-S-adenosyl-L-methionine
CHEBI:33442	(S)-S-adenosyl-L-methionine
CHEBI:33446	orthoperiodate(1-)
CHEBI:33448	orthoperiodate(2-)
CHEBI:33449	orthoperiodate(3-)
CHEBI:33450	orthoperiodate(4-)
CHEBI:33462	phosphonate(1-)
CHEBI:33463	diphosphonate(1-)
CHEBI:33467	phosphorus(1+)
CHEBI:33468	phosphide(3-)
CHEBI:33469	phosphide(1-)
CHEBI:33472	diphosphorus
CHEBI:33476	diphosphorus(.1+)
CHEBI:33478	organosilyl group
CHEBI:33479	diphosphide(2-)
CHEBI:33480	diphosphide(.1-)
CHEBI:33481	diphosphooctadecatungstate(6-)
CHEBI:33483	trithionate(1-)
CHEBI:33486	dithionate(1-)
CHEBI:33487	dithionite(1-)
CHEBI:33490	hydrogenselenate
CHEBI:33491	radon-220 atom
CHEBI:33492	radon-222 atom
CHEBI:33493	radon-219 atom
CHEBI:33496	rubidide
CHEBI:33502	francium(1+)
CHEBI:33503	francide
CHEBI:33512	5'-inosinylyl group
CHEBI:33517	copernicium atom
CHEBI:33522	hydrogentellurite
CHEBI:33524	hydroxidodioxidoperoxidosulfate(1-)
CHEBI:33525	(dioxidanido)trioxidosulfate(1-)
CHEBI:33534	N,N'-(9-{[4-(dimethylamino)phenyl]amino}acridine-3,6-diyl)bis(3-pyrrolidin-1-ylpropanamide)
CHEBI:33536	dihydroxidosulfur
CHEBI:33538	hydroxidooxidosulfate(1-)
CHEBI:33539	hydroxidodioxidosulfidosulfate(1-)
CHEBI:33542	trioxidosulfanidosulfate(1-)
CHEBI:33543	sulfonate
CHEBI:33551	organosulfonic acid
CHEBI:33554	organosulfonate oxoanion
CHEBI:33569	noradrenaline
CHEBI:33571	(S)-noradrenaline
CHEBI:33600	triborylborane
CHEBI:33601	phenosafranine
CHEBI:33602	triborane(5)
CHEBI:33603	triborene(3)
CHEBI:33604	boranyl group
CHEBI:33605	dihydridoboron(1+)
CHEBI:33606	dihydridoborate(1-)
CHEBI:33607	dihydridoboron(.)
CHEBI:33621	dialuminium(1+)
CHEBI:33629	aluminium(0)
CHEBI:33633	tetrahedro-tetraaluminium
CHEBI:33657	cyclobuta-1,3-diene
CHEBI:33668	1,2-didehydrobenzene
CHEBI:33678	7-hydroxycoumarin O(7)-glucosiduronic acid
CHEBI:33681	helium(0)
CHEBI:33684	dihelium(2+)
CHEBI:33688	hydridohelium(1+)
CHEBI:33690	hydridohelium(2+)
CHEBI:33710	alpha-amino-acid residue
CHEBI:33722	tetra-mu3-sulfido-tetrairon(2+)
CHEBI:33723	tetra-mu3-sulfido-tetrairon(1+)
CHEBI:33724	tetra-mu3-sulfido-tetrairon(3+)
CHEBI:33725	tetra-mu3-sulfido-tetrairon(0)
CHEBI:33730	mu4-sulfido-quadro-tetracopper
CHEBI:33737	di-mu-sulfido-diiron(2+)
CHEBI:33738	di-mu-sulfido-diiron(1+)
CHEBI:33739	di-mu-sulfido-diiron(0)
CHEBI:33740	tri-mu-sulfido-mu3-sulfido-triferrate(2-)
CHEBI:33751	tri-mu-sulfido-mu3-sulfido-triiron(1+)
CHEBI:33783	beryllium(0)
CHEBI:33787	beryllium dihydride
CHEBI:33789	tetrahydridoberyllate(2-)
CHEBI:33806	deuterium hydrogen oxide
CHEBI:33811	hydrogen tritium oxide
CHEBI:33813	((18)O)water
CHEBI:33815	oxygen-18 atom
CHEBI:33817	L-guluronate
CHEBI:33818	oxygen-16 atom
CHEBI:33819	oxygen-17 atom
CHEBI:33823	enol
CHEBI:33824	ynol
CHEBI:33826	1-methoxycyclohexa-1,3-dien-5-yne
CHEBI:33831	2-methoxycyclohexa-1,3-dien-5-yne
CHEBI:33835	anthrone
CHEBI:33849	[14]annulene
CHEBI:33852	[18]annulene
CHEBI:33863	cis-bis(mu-acetato)[hexakis(acetonitrile)]dirhodium(Rh--Rh)(2+)
CHEBI:33871	glycerate
CHEBI:33891	hexaamminerhodium(3+)
CHEBI:33894	cis-bis(mu-acetato)[tetrakis(acetonitrile)]diaquadirhodium(Rh--Rh)(2+)
CHEBI:33895	cis-bis(mu-acetato)[bis(acetonitrile)]tetraaquadirhodium(Rh--Rh)(2+)
CHEBI:33912	mu4-sulfido-quadro-tetracopper(2+)
CHEBI:33959	mu4-sulfido-quadro-tetracopper(3+)
CHEBI:33960	mu4-sulfido-quadro-tetracopper(4+)
CHEBI:33961	mu4-sulfido-quadro-tetracopper(5+)
CHEBI:33962	mu4-sulfido-quadro-tetracopper(6+)
CHEBI:33974	magnesium(1+)
CHEBI:33979	lithium hydroxide
CHEBI:33988	caesium hydroxide
CHEBI:33992	(-)-catechin
CHEBI:33998	(1R,2S)-naphthalene 1,2-oxide
CHEBI:34001	(1S,2R)-naphthalene 1,2-oxide
CHEBI:34003	9-fluoro-17-methyl-5beta-androstane-3alpha,11beta,17beta-triol
CHEBI:34005	(9R,13R)-12-oxophytodienoic acid
CHEBI:34008	(R)-3-hydroxy-3-methyl-2-oxopentanoic acid
CHEBI:34019	(S)-ATPA
CHEBI:34023	phthalazin-1(2H)-one
CHEBI:34024	1,1,1,2-tetrachloroethane
CHEBI:34025	1,1,1-trichloro-2,2-bis(4-hydroxyphenyl)ethane
CHEBI:34031	1,1-dichloroethene
CHEBI:34034	tert-butyl benzoate
CHEBI:34037	1,2,3-trimethylbenzene
CHEBI:34039	1,2,4-trimethylbenzene
CHEBI:34043	1,2-phenylenediamine
CHEBI:34046	1,2-didodecanoyl-sn-glycero-3-cytidine 5'-diphosphate
CHEBI:34047	1,2-dihydrostilbene
CHEBI:34048	1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene
CHEBI:34052	1,2-dimethylnaphthalene
CHEBI:34053	1,2-dinitrobenzene
CHEBI:34055	1,2-naphthoquinone
CHEBI:34056	octane-1,2-diol
CHEBI:34058	1,3-dibenzyltetramethyldisiloxane
CHEBI:34061	1,3-diphenyltetramethyldisiloxane
CHEBI:34063	naphthalene-1,4-diol
CHEBI:34065	1,6-dimethylnaphthalene
CHEBI:34071	1-arachidonoyl-sn-glycerol
CHEBI:34073	Delta(1)-progesterone
CHEBI:34074	1-dodecanoyl-2-hexadecanoyl-3-octadecanoyl-sn-glycerol
CHEBI:34080	1-palmitoyl-2-oleoyl-sn-glycero-3-phosphoglycerol
CHEBI:34086	{1-O-hexadecanoyl-2-O-[(Z)-octadec-9-enoyl]-sn-glycero-3-phospho}serine
CHEBI:34087	1-O-hexadecanoyl-2-O-[(Z)-octadec-9-enoyl]-sn-glycerol 3-diphosphate
CHEBI:34104	1-nitronaphthalene
CHEBI:34110	1-O-[(Z)-tetradec-1-enyl]-2-O-[(Z)-octadec-9-enoyl]-sn-glycero-3-phosphocholine
CHEBI:34115	1-O-hexadecyl-sn-glycerol
CHEBI:34116	(9Z)-1-O-octadec-9-enyl glycerol
CHEBI:34117	batilol
CHEBI:34118	oct-1-en-3-ol
CHEBI:34123	tridecan-1-ol
CHEBI:34127	11(R)-HPETE
CHEBI:34131	11,14,15-trihydroxy-(5Z,8Z,12E)-icosatrienoic acid
CHEBI:34133	11-oxotestosterone
CHEBI:34144	12(R)-HETE
CHEBI:34145	12(R)-HPETE
CHEBI:34146	12(S)-HETE
CHEBI:34151	12-oxo-ETE
CHEBI:34153	12alpha-hydroxyprogesterone
CHEBI:34154	13(S)-HODE
CHEBI:34157	14,15-EET
CHEBI:34159	15-deoxy-Delta(12,14)-prostaglandin J2
CHEBI:34162	16(R)-HETE
CHEBI:34168	16alpha,17alpha-dihydroxyprogesterone acetophenide
CHEBI:34172	16alpha-hydroxytestosterone
CHEBI:34185	19(S)-HETE
CHEBI:34189	2',3',4',5'-tetrachlorobiphenyl-3-ol
CHEBI:34192	2',5'-dichlorobiphenyl-3-ol
CHEBI:34193	2-({4-[bis(2-chloroethyl)amino]-2-methylphenyl}diazenyl)benzoic acid
CHEBI:34197	2,2',3,3',5,5'-hexachlorobiphenyl
CHEBI:34199	2,2',3,3',6,6'-hexachlorobiphenyl
CHEBI:34202	2,2',4,4',5,5'-hexachlorobiphenyl
CHEBI:34203	2,2',4,4',6,6'-hexachlorobiphenyl
CHEBI:34204	2,2',4,4'-tetrachlorobiphenyl
CHEBI:34205	2,2',4,5-tetrachlorobiphenyl
CHEBI:34206	2,2',5,5'-tetrachlorobiphenyl
CHEBI:34215	2,3',5-trichlorobiphenyl
CHEBI:34216	2,3,3',4,5-pentachlorobiphenyl
CHEBI:34218	2,3,4,4'-tetrachlorobiphenyl
CHEBI:34219	2,3,4,5,6-pentachlorobiphenyl
CHEBI:34221	2,3,4,5-tetrachlorobiphenyl
CHEBI:34222	2,3,4-trichlorobiphenyl
CHEBI:34223	2,3,5,6-tetrachloro-1,1'-biphenyl-4,4'-diol
CHEBI:34224	2,3,5,6-tetrachlorobiphenyl
CHEBI:34225	2,3,6-trichlorobiphenyl
CHEBI:34229	2,3-dinor-8-epi-prostaglandin F1alpha
CHEBI:34230	2,3-dinor-8-epi-prostaglandin F2alpha
CHEBI:34232	2,4'-dichlorobiphenyl
CHEBI:34233	2,4,4',6-tetrachlorobiphenyl
CHEBI:34237	2,4-diaminotoluene
CHEBI:34238	2,4-dibromophenol
CHEBI:34241	2,4-xylenol
CHEBI:34242	2,4-dinitroaniline
CHEBI:34245	2,5-dichloroaniline
CHEBI:34246	2,5-dichlorobiphenyl
CHEBI:34247	2,6-di-tert-butyl-4-methylphenol
CHEBI:34248	2,6-dichloro-4'-biphenylol
CHEBI:34249	2,6-dichlorobiphenyl
CHEBI:34250	anthraflavic acid
CHEBI:34251	2,6-dimethylnaphthalene
CHEBI:34260	anthracen-2-amine
CHEBI:34267	2-chloro-1,1'-biphenyl-4,4'-diol
CHEBI:34269	2-chlorobiphenyl
CHEBI:34270	1-chloro-2-nitrobenzene
CHEBI:34276	1-ethyl-2-methylbenzene
CHEBI:34287	2-hydroxydibenzofuran
CHEBI:34295	2-methoxyhexadecanoic acid
CHEBI:34300	2-naphthoyl-CoA
CHEBI:34301	2-oxodecanoic acid
CHEBI:34303	2-sec-butylphenol
CHEBI:34304	fenobucarb
CHEBI:34306	20-HETE
CHEBI:34310	(24S)-24-hydroxycholesterol
CHEBI:34311	27-O-demethylrifamycin SV
CHEBI:34317	3,3',4,4',5-pentachlorobiphenyl
CHEBI:34325	3,4-diphenyltetrahydrofuran
CHEBI:34326	3,5-dichlorobiphenyl
CHEBI:34327	3-(dimethylamino)propyl benzoate
CHEBI:34329	(2Z)-3-bromohept-2-enoic acid
CHEBI:34338	biphenyl-3-ol
CHEBI:34342	3-methylcholanthrene
CHEBI:34346	3-nitrophenol
CHEBI:34357	4',5,6,7-tetramethoxyflavone
CHEBI:34359	4',6-dihydroxyflavone
CHEBI:34360	4'-hydroxychalcone
CHEBI:34361	4'-hydroxyflavanone
CHEBI:34363	biphenyl-4,4'-dithiol
CHEBI:34364	4,4'-dichlorobiphenyl
CHEBI:34367	biphenyl-4,4'-diol
CHEBI:34368	stilbene-4,4'-diol
CHEBI:34372	4,4'-sulfonyldiphenol
CHEBI:34377	4-(1-benzofuran-2-yl)pyridine
CHEBI:34385	4-aminopyridine
CHEBI:34391	(4-bromophenyl)thiourea
CHEBI:34393	4-chloro-3,5-dimethylphenol
CHEBI:34395	4-chloro-m-cresol
CHEBI:34398	4-chlorochalcone
CHEBI:34403	4-ethyl-7-hydroxy-3-(p-methoxyphenyl)coumarin
CHEBI:34413	4-hydroxy-2,2',3',4',6'-pentachlorobiphenyl
CHEBI:34422	biphenyl-4-ol
CHEBI:34423	4-hydroxychalcone
CHEBI:34432	4-octylphenol
CHEBI:34435	toluene-4-sulfonamide
CHEBI:34440	4-nonylphenol
CHEBI:34446	(Z,Z,Z)-octadeca-4,7,10-trienenitrile
CHEBI:34447	5,6,7,8-tetrahydro-2-naphthoic acid
CHEBI:34448	5,6,7,8-tetrahydro-2-naphthol
CHEBI:34466	6-bromo-2-naphthol
CHEBI:34471	6-hydroxyflavanone
CHEBI:34479	7,8-dihydro-7-hydroxy-8S-glutathionylbenzo[a]pyrene
CHEBI:34480	7-ethoxyresorufin
CHEBI:34483	7-hydroxyflavanone
CHEBI:34484	8(R)-HETE
CHEBI:34485	8(R)-HPODE
CHEBI:34486	8(S)-HETE
CHEBI:34487	8(S)-HPETE
CHEBI:34488	(Z,Z,Z)-icosa-8,11,14-trienoylethanolamide
CHEBI:34491	8-(5-hexylfuran-2-yl)octanoic acid
CHEBI:34494	9(10)-EpOME
CHEBI:34495	9(S)-HETE
CHEBI:34497	9(S)-HPETE
CHEBI:34498	9(S)-HPODE
CHEBI:34499	9,10,13-TriHOME
CHEBI:34502	dihydroergocornine mesylate
CHEBI:34505	8-epi-prostaglandin F2alpha
CHEBI:34506	pinellic acid
CHEBI:34507	9-anthroic acid
CHEBI:34520	acephate
CHEBI:34528	adipoyl-CoA
CHEBI:34535	ampicillin sodium
CHEBI:34546	azithromycin dihydrate
CHEBI:34556	bendiocarb
CHEBI:34565	benzo[b]fluoranthene
CHEBI:34567	benzo[e]pyrene
CHEBI:34572	allethrin
CHEBI:34579	bisphenol A dimethacrylate
CHEBI:34584	boldenone
CHEBI:34590	bromobutide
CHEBI:34591	bromodichloromethane
CHEBI:34596	(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al
CHEBI:34597	(3S,5R,6S)-5,6-epoxy-3-hydroxy-5,6-dihydro-12'-apo-beta-caroten-12'-al
CHEBI:34607	bornane-2,3-dione
CHEBI:34608	captan
CHEBI:34609	carbenicillin disodium
CHEBI:34611	carbofuran
CHEBI:34612	carfecillin sodium
CHEBI:34614	cefamandole sodium
CHEBI:34617	cefotetan disodium
CHEBI:34618	ceftibuten dihydrate
CHEBI:34620	quinomethionate
CHEBI:34623	chlordane
CHEBI:34629	chlordimeform
CHEBI:34630	chlorpropham
CHEBI:34631	chlorpyrifos
CHEBI:34632	chlorpyrifos-methyl
CHEBI:34633	cholesta-5,7-dien-3beta-ol benzoate
CHEBI:34638	chromomycin A3
CHEBI:34642	clavulone I
CHEBI:34643	clavulone II
CHEBI:34644	clavulone III
CHEBI:34645	clavulone IV
CHEBI:34652	compactin diol lactone
CHEBI:34653	Congo Red
CHEBI:34655	cortancyl
CHEBI:34656	cumene
CHEBI:34659	sodium cyanotriphenylborate
CHEBI:34660	cyclopropylamine
CHEBI:34663	4,4'-dinitrostilbene-2,2'-disulfonic acid
CHEBI:34665	debrisoquin
CHEBI:34666	decachlorobiphenyl
CHEBI:34673	devapamil
CHEBI:34674	dextran sulfate
CHEBI:34675	bis(2-ethylhexyl) adipate
CHEBI:34677	diheptyl phthalate
CHEBI:34680	dipentyl phthalate
CHEBI:34682	diazinon
CHEBI:34683	disodium hydrogenphosphate
CHEBI:34688	dichloroacetyl chloride
CHEBI:34690	dichlorvos
CHEBI:34691	dicloxacillin sodium
CHEBI:34692	dicofol
CHEBI:34696	dieldrin
CHEBI:34698	diethyl phthalate
CHEBI:34699	diethyl sulfate
CHEBI:34703	diflubenzuron
CHEBI:34704	dihydro-beta-ergocryptine mesylate
CHEBI:34705	dihydro-beta-erythroidine
CHEBI:34706	ergoloid mesylate
CHEBI:34707	dihydrogenistein
CHEBI:34714	dimethoate
CHEBI:34718	1-chloro-2,4-dinitrobenzene
CHEBI:34720	diphenhydramine salicylate
CHEBI:34722	diphenyl carbonate
CHEBI:34725	dizocilpine
CHEBI:34726	dodecanamide
CHEBI:34727	domoic acid
CHEBI:34729	dopamine 4-O-sulfate
CHEBI:34730	doxycycline hyclate
CHEBI:34733	EPN
CHEBI:34735	edifenphos
CHEBI:34749	ethisterone
CHEBI:34756	fenamic acid
CHEBI:34757	fenitrothion
CHEBI:34759	fenpiclonil
CHEBI:34760	fensulfothion
CHEBI:34761	fenthion
CHEBI:34763	flucythrinate
CHEBI:34764	flumethasone
CHEBI:34779	glyoxal
CHEBI:34784	hepoxilin B3
CHEBI:34785	heptachlor
CHEBI:34787	heptanal
CHEBI:34789	hetacillin potassium
CHEBI:34792	histrionicotoxin
CHEBI:34795	3-isobutyl-1-methyl-7H-xanthine
CHEBI:34800	isophorone
CHEBI:34801	isoxathion
CHEBI:34811	lactobacillic acid
CHEBI:34820	levuglandin D2
CHEBI:34821	levuglandin E2
CHEBI:34828	ML-236C
CHEBI:34833	1,3,5-trimethylbenzene
CHEBI:34836	methicillin sodium monohydrate
CHEBI:34837	methidathion
CHEBI:34838	metholone
CHEBI:34839	methoprene
CHEBI:34840	methyl methacrylate
CHEBI:34845	metipranolol hydrochloride
CHEBI:34846	metribuzin
CHEBI:34847	metrizoic acid
CHEBI:34848	mevastatin
CHEBI:34849	mibolerone
CHEBI:34850	milrinone lactate
CHEBI:34852	mirex
CHEBI:34856	morpholine
CHEBI:34858	mupirocin calcium hydrate
CHEBI:34859	mytatrienediol
CHEBI:34860	N,N'-diphenyl-1,4-phenylenediamine
CHEBI:34862	N-(30-(9Z,12Z-octadecadienoyloxy)-tricontanoyl)-sphing-4-enine
CHEBI:34871	N-hydroxynaphthalen-1-amine
CHEBI:34873	N-nitrosodiethylamine
CHEBI:34879	NS 1619
CHEBI:34887	nickel dichloride
CHEBI:34890	2-nitrofuran
CHEBI:34892	nocodazole
CHEBI:34900	octadecanamide
CHEBI:34905	paraquat
CHEBI:34907	paxilline
CHEBI:34908	pentachloronitrobenzene
CHEBI:34910	pentetrazol
CHEBI:34911	permethrin
CHEBI:34912	perphenazine maleate
CHEBI:34916	phenothrin
CHEBI:34917	phenthoate
CHEBI:34918	phenyl salicylate
CHEBI:34921	phthalocyanine
CHEBI:34922	picloram
CHEBI:34932	prochlorperazine methanesulfonate
CHEBI:34934	prometon
CHEBI:34935	propyzamide
CHEBI:34936	propanil
CHEBI:34938	propoxur
CHEBI:34939	prostaglandin D3
CHEBI:34941	5'-phosphopyridoxal-6-azobenzene-2,4-disulfonic acid
CHEBI:34954	(S)-ropivacaine hydrochloride hydrate
CHEBI:34956	ruthenium red
CHEBI:34967	rimonabant
CHEBI:34970	saxitoxin
CHEBI:34972	secretin
CHEBI:34974	sennoside
CHEBI:34975	sennoside B
CHEBI:34976	simetryn
CHEBI:34978	cloxacillin sodium monohydrate
CHEBI:34988	sulmazole
CHEBI:34991	5,11,17,23-tetrasulfo-25,26,27,28-tetramethoxycalix[4]arene
CHEBI:34993	talampicillin hydrochloride
CHEBI:34994	teicoplanin A2
CHEBI:34995	teicoplanin A2-1
CHEBI:34996	teicoplanin A2-3
CHEBI:34997	teicoplanin A2-4
CHEBI:34998	teicoplanin A2-5
CHEBI:34999	teicoplanin A3-1
CHEBI:35005	tetrachlorvinphos
CHEBI:35008	tetralin
CHEBI:35009	tetrapentylammonium
CHEBI:35012	thiodiacetic acid
CHEBI:35014	thiophanate-methyl
CHEBI:35017	ticarcillin disodium
CHEBI:35018	trenbolone
CHEBI:35019	tributyl phosphate
CHEBI:35020	tributyrin
CHEBI:35026	triethylamine
CHEBI:35027	trifluralin
CHEBI:35030	trimipramine maleate
CHEBI:35032	trioxilin B3
CHEBI:35033	triphenyl phosphate
CHEBI:35035	triphenylsilanol
CHEBI:35036	fentin chloride
CHEBI:35037	tris(2-chloroethyl) phosphate
CHEBI:35038	tris(2-butoxyethyl) phosphate
CHEBI:35040	UCL 1684
CHEBI:35045	10-undecenoic acid
CHEBI:35047	xanthomicrol
CHEBI:35048	xylylcarb
CHEBI:35050	ZAPA
CHEBI:35056	adenosine 5'-[alpha,beta-methylene]triphosphate
CHEBI:35063	alpha-zeacarotene
CHEBI:35077	cis-1,2-diphenylcyclobutane
CHEBI:35095	4-(dimethylamino)benzenediazonium tetrafluoroborate
CHEBI:35097	sec-butylbenzene
CHEBI:35101	trans-stilben-4-ol
CHEBI:35102	beryllium dihydroxide
CHEBI:35103	beryllium monohydroxide
CHEBI:35105	strontium dihydroxide
CHEBI:35109	strontium monohydroxide
CHEBI:35110	magnesium monohydroxide
CHEBI:35111	calcium monohydroxide
CHEBI:35112	barium monohydroxide
CHEBI:35114	3-isopropylmalic acid
CHEBI:35119	manganic acid
CHEBI:35123	hydrogen manganate
CHEBI:35124	permanganic acid
CHEBI:35125	hypomanganic acid
CHEBI:35126	dihydroxidodioxidomanganate(1-)
CHEBI:35127	hydroxidotrioxidomanganate(2-)
CHEBI:35128	(2S)-2-isopropylmalic acid
CHEBI:35145	D-glucuronic acid 1-phosphate
CHEBI:35147	(6'R)-beta,epsilon-carotene
CHEBI:35148	(6'S)-beta,epsilon-carotene
CHEBI:35154	manganese(0)
CHEBI:35165	15-cis-phytofluene
CHEBI:35168	hydrogenvanadate
CHEBI:35169	dihydrogenvanadate
CHEBI:35170	vanadium(0)
CHEBI:35176	zinc sulfate
