Primary_ID	ChEBI Name
CHEBI:76722	2-hydroxybehenate
CHEBI:76723	2-hydroxytetracosanoate
CHEBI:76728	2-hydroxyhexacosanoate
CHEBI:76732	2-hydroxyarachidate
CHEBI:76751	N-2-hydroxypalmitoylsphingosine
CHEBI:76754	N-2-hydroxystearoylsphingosine
CHEBI:76756	N-2-hydroxylignoceroylsphingosine
CHEBI:76758	N-[(15Z)-2-hydroxytetracosenoyl]sphingosine
CHEBI:76777	poly(inosinic acid)
CHEBI:76778	IMP residue
CHEBI:76780	G20
CHEBI:76781	I25
CHEBI:76784	poly(dA,dC)
CHEBI:76792	5-(hydroxymethyl)cytosine
CHEBI:76793	5-carboxycytosine
CHEBI:76794	5-formylcytosine
CHEBI:76800	pikromycin(1+)
CHEBI:76801	narbomycin(1+)
CHEBI:76802	5-O-beta-D-mycaminosyltylactone(1+)
CHEBI:76803	5-O-beta-D-mycaminosyl-20-oxotylonolide(1+)
CHEBI:76804	5-O-mycaminosyltylonolide(1+)
CHEBI:76810	demethyllactenocin(1+)
CHEBI:76814	dTDP-beta-L-mycarose(2-)
CHEBI:76819	demethylmacrocin(1+)
CHEBI:76820	macrocin(1+)
CHEBI:76821	beta-D-Manp-(1->4)-D-GlcpNAc
CHEBI:76825	cellobionate
CHEBI:76826	3-O-beta-D-glucosyl-D-glucuronate
CHEBI:76833	4-hydroxymethamphetamine
CHEBI:76839	dTDP-beta-L-vancosamine(1-)
CHEBI:76842	vancomycin(1+)
CHEBI:76844	7-deoxyloganate
CHEBI:76846	7-deoxyloganetate
CHEBI:76849	7-deoxyloganetin
CHEBI:76851	isoxazolin-5-one
CHEBI:76854	beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpO[CH2]3NH2
CHEBI:76855	3-(5-oxoisoxazolin-2-yl)-L-alanine zwitterion
CHEBI:76856	3-(5-oxoisoxazolin-4-yl)-L-alanine zwitterion
CHEBI:76864	(2S,3S)-beta-methylphenylalanine zwitterion
CHEBI:76865	alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpO[CH2]3NH2
CHEBI:76868	beta-D-Glcp-(1->3)-[alpha-D-Manp-(1->2)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpO[CH2]3NH2
CHEBI:76872	2-iminobutanoic acid
CHEBI:76873	alpha-D-Manp-(1->2)-[alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-(1->3)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpO[CH2]3NH2
CHEBI:76884	beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp
CHEBI:76886	alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp
CHEBI:76887	beta-D-Glcp-(1->3)-[alpha-D-Manp-(1->2)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp
CHEBI:76888	alpha-D-Manp-(1->2)-[alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-(1->3)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp
CHEBI:76889	(9Z,12Z)-hexadecadienoyl-CoA
CHEBI:76892	A47934(2-)
CHEBI:76894	A41030A(1-)
CHEBI:76896	(11Z)-3-oxooctadecenoyl-CoA
CHEBI:76897	beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group
CHEBI:76899	alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group
CHEBI:76900	(3R,11Z)-3-hydroxyoctadecenoyl-CoA
CHEBI:76901	beta-D-Glcp-(1->3)-[alpha-D-Manp-(1->2)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group
CHEBI:76903	alpha-D-Manp-(1->2)-[alpha-D-Manp-(1->2)-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-(1->3)]-beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group
CHEBI:76904	(2E,11Z)-octadecadienoyl-CoA
CHEBI:76905	(13Z)-3-oxoicosenoyl-CoA
CHEBI:76908	(3R,13Z)-3-hydroxyicosenoyl-CoA
CHEBI:76909	(2E,13Z)-icosadienoyl-CoA
CHEBI:76910	(13Z)-icosenoyl-CoA
CHEBI:76911	1-O-(alpha-lactosyl)-N-hexacosanoylphytosphingosine
CHEBI:76912	1-O-(alpha-D-glucosyl)-N-hexacosanoylphytosphingosine
CHEBI:76914	(Z)-N-(2-mercaptoethenyl)amino group
CHEBI:76915	N,N-dimethyl-L-alaniniumyl group
CHEBI:76917	methyl 2-methylpropyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate
CHEBI:76918	(R)-nisoldipine
CHEBI:76919	(S)-nisoldipine
CHEBI:76921	pavine(1+)
CHEBI:76922	argemonine(1+)
CHEBI:76923	cyclanoline
CHEBI:76928	2,3-saturated fatty acid(1-)
CHEBI:76929	2,3-saturated fatty acid
CHEBI:76930	omega-hydroxytetracosanoic acid
CHEBI:76931	Ac-Asp-Glu(3-)
CHEBI:76933	3,18-dihydroxyoctadecanoic acid
CHEBI:76934	3,12-dihydroxylauric acid
CHEBI:76935	Ac-Asp-Glu-Glu(4-)
CHEBI:76937	11-hydroxylauric acid
CHEBI:76941	sphingoid 1-phosphate(1-)
CHEBI:76942	beta-citrylglutamate(4-)
CHEBI:76943	(+)-copalol
CHEBI:76944	13-epi-manool
CHEBI:76945	manool
CHEBI:76948	ent-manool
CHEBI:76950	(-)-ent-copalol
CHEBI:76952	syn-copalol
CHEBI:76953	17(R),18(S)-EETeTr
CHEBI:76954	(13S)-vitexifolin A
CHEBI:76955	17(S),18(R)-EETeTr
CHEBI:76957	N-2-hydroxytetracosenoylsphingosine
CHEBI:76959	19-HEPE
CHEBI:76962	20-HEPE
CHEBI:76965	20-oxoarachidonic acid
CHEBI:76966	(5Z,8Z,11Z,14Z)-icosatetraenedioic acid
CHEBI:76979	1,2-dioctanoyl-sn-glycerol
CHEBI:76980	2-hydroxybehenic acid
CHEBI:76981	3-[(1-carboxylatovinyl)oxy]benzoate(2-)
CHEBI:76982	2,3-dioctanoyl-sn-glycerol
CHEBI:76983	N-sulfonylurea
CHEBI:76986	2-hydroxyhexacosanoic acid
CHEBI:76987	metacetamol
CHEBI:76991	beta-D-galactosyl-N-(nervonoyl)sphingosine
CHEBI:76992	2-hydroxyarachidic acid
CHEBI:76993	(3R)-3-hydroxyacyl group
CHEBI:76994	3-oxoacyl group
CHEBI:76995	alpha-naphthoflavone
CHEBI:76996	(3R)-3-hydroxydecanoyl group
CHEBI:76997	trans-dec-2-enoyl group
CHEBI:76999	trans-2-enoyl group
CHEBI:77000	1-oleoyl-2-lauroyl-sn-glycero-3-phospho-(1'-sn-glycerol)(1-)
CHEBI:77001	1-palmitoyl-2-lauroyl-sn-glycero-3-phospho-(1'-sn-glycerol)(1-)
CHEBI:77003	(3R)-3-hydroxypalmitoyl group
CHEBI:77004	trans-hexadec-2-enoyl group
CHEBI:77005	alpha-N-(9-beta-D-ribofuranosylpurin-6-yl)glycinamide
CHEBI:77006	17beta-estradiol 3-benzoate
CHEBI:77008	1beta-glutathionylseleno-N-acetyl-D-galactosamine
CHEBI:77009	5-O-beta-D-mycaminosyl-20-oxotylonolide
CHEBI:77010	1beta-methylseleno-N-acetyl-D-galactosamine
CHEBI:77011	5-O-mycaminosyltylonolide
CHEBI:77012	methylseleninic acid
CHEBI:77013	beta-naphthoflavone
CHEBI:77014	boron-10 atom
CHEBI:77015	(4Z,7Z,10Z,13Z,16Z,19Z)-22-hydroxydocosahexaenoate
CHEBI:77016	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate
CHEBI:77017	alpha-NAD(1-)
CHEBI:77018	alpha-NADP(3-)
CHEBI:77021	cellobionic acid
CHEBI:77025	3-O-beta-D-glucosyl-D-glucuronic acid
CHEBI:77027	7-deoxyloganetic acid
CHEBI:77028	L-adenosylselenohomocysteine
CHEBI:77029	3-(5-oxoisoxazolin-2-yl)-L-alanine
CHEBI:77030	3-(5-oxoisoxazolin-4-yl)-L-alanine
CHEBI:77031	(2S,3S)-beta-methylphenylalanine
CHEBI:77032	bromhexine
CHEBI:77033	14-hydroxymyristate
CHEBI:77036	A41030A
CHEBI:77037	N,N-dimethyl-L-alanyl group
CHEBI:77038	(3S)-hydroxytetradecanedioyl-CoA(5-)
CHEBI:77039	(2E)-tetradecenedioyl-CoA(5-)
CHEBI:77040	bromhexine(1+)
CHEBI:77041	3-oxotetradecanedioyl-CoA(5-)
CHEBI:77043	2-bromo-N-carbamoyl-3-methylbutanamide
CHEBI:77044	(R)-bromisoval
CHEBI:77045	(S)-bromisoval
CHEBI:77046	isopimarane
CHEBI:77047	tylosin(1+)
CHEBI:77048	pavine
CHEBI:77049	(R,R)-pavine
CHEBI:77050	(S,S)-pavine
CHEBI:77051	2,3,8,9-tetramethoxy-5,6,11,12-tetrahydro-5,11-epiminodibenzo[a,e][8]annulene
CHEBI:77052	cetylpyridinium bromide
CHEBI:77054	N-{5-chloro-4-[(4-chlorophenyl)(cyano)methyl]-2-methylphenyl}-2-hydroxy-3,5-diiodobenzamide
CHEBI:77056	(R)-closantel
CHEBI:77057	(S)-closantel
CHEBI:77058	trimethylselenonium
CHEBI:77059	(+)-argemonine
CHEBI:77060	2,3,8,9-tetramethoxy-13-methyl-5,6,11,12-tetrahydro-5,11-epiminodibenzo[a,e][8]annulene
CHEBI:77061	4,8-dimethylnonanoyl-CoA(4-)
CHEBI:77062	methylselenenic acid
CHEBI:77063	4,8-dimethylnonanoate
CHEBI:77064	Ac-Asp-Glu-Glu
CHEBI:77065	beta-citrylglutamic acid
CHEBI:77068	sphingoid 1-phosphate
CHEBI:77070	1-(4-ethylphenyl)-2-methyl-3-(piperidin-1-yl)propan-1-one
CHEBI:77071	(R)-eperisone
CHEBI:77072	(S)-eperisone
CHEBI:77073	rhodomycin D(1+)
CHEBI:77074	4-O-methylrhodomycin D(1+)
CHEBI:77075	(2E)-hexadecenedioyl-CoA(5-)
CHEBI:77076	10-carboxy-13-deoxydaunorubicin zwitterion
CHEBI:77077	10-carboxy-13-deoxycarminomycin zwitterion
CHEBI:77079	(3R)-hydroxyhexadecanedioyl-CoA(5-)
CHEBI:77080	(3S)-hydroxyhexadecanedioyl-CoA(5-)
CHEBI:77081	3-oxohexadecanedioyl-CoA(5-)
CHEBI:77082	O-adipoylcarnitine(1-)
CHEBI:77083	O-suberoylcarnitine(1-)
CHEBI:77084	tetradecanedioyl-CoA(5-)
CHEBI:77085	hexadecanedioyl-CoA(5-)
CHEBI:77086	O-lauroyl-L-carnitine
CHEBI:77087	O-hexadecanedioyl-L-carnitine(1-)
CHEBI:77091	1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphate(2-)
CHEBI:77092	fenbendazole
CHEBI:77094	1-icosanoyl-2-arachidonoyl-sn-glycero-3-phosphate(2-)
CHEBI:77095	flubendazole
CHEBI:77096	1-palmitoyl-2-arachidonoyl-sn-glycerol
CHEBI:77097	1-stearoyl-2-linoleoyl-sn-glycerol
CHEBI:77098	1-stearoyl-2-linoleoyl-sn-glycero-3-phosphate(2-)
CHEBI:77099	(2S)-pristanoyl-CoA(4-)
CHEBI:77100	beta-D-Tyvp-(1->3)-beta-D-GalpNAc-OMe
CHEBI:77101	beta-D-Tyvp-(1->3)-beta-D-GalpN-OMe
CHEBI:77104	beta-D-Tyvp-(1->3)-beta-D-GalpNAc6,OMe2
CHEBI:77107	3-[(1-carboxyvinyl)oxy]benzoic acid
CHEBI:77112	beta-D-Tyvp2Me-(1->3)-beta-D-GalpNAc-OMe
CHEBI:77114	beta-D-Tyvp-(1->3)-beta-D-GalpN6,OMe2
CHEBI:77116	beta-D-Tyvp2Me-(1->3)-beta-D-GalpN6,OMe2
CHEBI:77121	1-oleoyl-2-lauroyl-sn-glycero-3-phospho-(1'-sn-glycerol)
CHEBI:77122	1-palmitoyl-2-lauroyl-sn-glycero-3-phospho-(1'-sn-glycerol)
CHEBI:77124	(4Z,7Z,10Z,13Z,16Z,19Z)-22-hydroxydocosahexaenoic acid
CHEBI:77126	1,2-diarachidonoyl-sn-glycero-3-phosphate(2-)
CHEBI:77127	1,2-dilinoleoyl-sn-glycerol
CHEBI:77128	1,2-dilinoleoyl-sn-glycero-3-phosphate(2-)
CHEBI:77129	1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycerol
CHEBI:77130	1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphate(2-)
CHEBI:77131	sinapic acid
CHEBI:77133	6-deoxy-6-sulfo-D-fructofuranose(1-)
CHEBI:77134	6-deoxy-6-sulfo-D-fructofuranose 1-phosphate(3-)
CHEBI:77135	3-sulfolactaldehyde(1-)
CHEBI:77136	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate(3-)
CHEBI:77137	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-)
CHEBI:77138	3-sulfopropanediol(1-)
CHEBI:77139	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate(3-)
CHEBI:77140	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-)
CHEBI:77141	dTDP-beta-L-evernitrose(2-)
CHEBI:77142	dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose(2-)
CHEBI:77143	dTDP-N-hydroxy-beta-L-evernosamine(2-)
CHEBI:77144	dTDP-beta-L-evernosamine(1-)
CHEBI:77145	ginsenoside F2
CHEBI:77146	ginsenoside C-K
CHEBI:77147	(20S)-ginsenoside Rh2
CHEBI:77150	ginsenoside F1
CHEBI:77151	ginsenoside Rg2
CHEBI:77152	ginsenoside Rb2
CHEBI:77153	ginsenoside Rb3
CHEBI:77154	ginsenoside Rc
CHEBI:77155	gypenoside XVII
CHEBI:77156	gypenoside LXXV
CHEBI:77157	ginsenoside C-Y
CHEBI:77158	1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)
CHEBI:77159	1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-)
CHEBI:77160	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-)
CHEBI:77162	GCK127
CHEBI:77163	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)
CHEBI:77164	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-)
CHEBI:77165	1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)
CHEBI:77166	3-oxo-Delta(1),Delta(4)-steroid
CHEBI:77167	1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-)
CHEBI:77168	14-hydroxymyristic acid
CHEBI:77169	(3S)-hydroxytetradecanedioyl-CoA
CHEBI:77170	(2E)-tetradecenedioyl-CoA
CHEBI:77171	GCK152
CHEBI:77172	3-oxotetradecanedioyl-CoA
CHEBI:77173	alpha-NAD(+)
CHEBI:77174	alpha-NADP(+)
CHEBI:77177	alpha-NADPH(4-)
CHEBI:77179	4-O-methylrhodomycin D
CHEBI:77180	3-iodo-5-nitrophenol
CHEBI:77181	crystal violet cation
CHEBI:77183	(2E)-hexadecenedioyl-CoA
CHEBI:77184	1-palmityl-2-arachidonoyl-sn-glycerol
CHEBI:77185	1-palmityl-2-oleoyl-sn-glycerol
CHEBI:77186	1-palmityl-2-arachidonoyl-sn-glycero-3-phosphate(2-)
CHEBI:77187	1-palmityl-2-oleoyl-sn-glycero-3-phosphate(2-)
CHEBI:77188	alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-beta-D-GlcpNAc-OMe
CHEBI:77189	(3R)-hydroxyhexadecanedioyl-CoA
CHEBI:77190	CDP-dipalmitoyl-sn-glycerol(2-)
CHEBI:77191	3-oxohexadecanedioyl-CoA
CHEBI:77192	alpha-L-Fucp-(1->3)-[4d-beta-D-Galp-(1->4)]-beta-D-GlcpNAc-OMe
CHEBI:77193	alpha-L-Fucp-(1->3)-[beta-D-Galp4Cl-(1->4)]-beta-D-GlcpNAc-OMe
CHEBI:77195	10-carboxy-13-deoxydaunorubicin
CHEBI:77196	alpha-L-Fucp-(1->3)-[beta-D-Galp4F-(1->4)]-beta-D-GlcpNAc-OMe
CHEBI:77197	isotridecanoate
CHEBI:77198	6-sulfo-D-quinovose
CHEBI:77199	(3S)-hydroxyhexadecanedioyl-CoA
CHEBI:77200	(10E,12Z)-octadecadienoate
CHEBI:77201	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoate
CHEBI:77202	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate
CHEBI:77203	(11Z,14Z,17Z,20Z,23Z)-hexacosapentaenoate
CHEBI:77205	(8Z,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoate
CHEBI:77206	(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoate
CHEBI:77207	tetradecanedioyl-CoA
CHEBI:77208	hexadecanedioyl-CoA
CHEBI:77209	(10Z,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoate
CHEBI:77210	(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoate
CHEBI:77211	(12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoate
CHEBI:77212	(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoate
CHEBI:77213	(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoate
CHEBI:77214	(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoate
CHEBI:77215	(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoate
CHEBI:77216	(21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoate
CHEBI:77217	(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoate
CHEBI:77218	(23Z,26Z,29Z,32Z,35Z)-octatriacontapentaenoate
CHEBI:77219	(9Z,12Z)-hexadecadienoate
CHEBI:77220	(11Z,14Z)-icosadienoate
CHEBI:77221	(17Z)-hexacosenoate
CHEBI:77222	(6Z,9Z,12Z,15Z)-octadecatetraenoate
CHEBI:77223	(11Z,14Z,17Z)-icosatrienoate
CHEBI:77224	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoate
CHEBI:77225	all-cis-docosa-7,10,13,16-tetraenoate
CHEBI:77226	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate
CHEBI:77227	(9Z,12Z,15Z,18Z)-tetracosatetraenoate
CHEBI:77228	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate
CHEBI:77229	(11Z,14Z,17Z,20Z)-hexacosatetraenoate
CHEBI:77230	(8Z,11Z,14Z,17Z,20Z)-hexacosapentaenoate
CHEBI:77231	(13Z,16Z,19Z,22Z)-octacosatetraenoate
CHEBI:77232	(15Z,18Z,21Z,24Z)-triacontatetraenoate
CHEBI:77233	(17Z,20Z,23Z,26Z)-dotriacontatetraenoate
CHEBI:77234	(19Z,22Z,25Z,28Z)-tetratriacontatetraenoate
CHEBI:77235	(21Z,24Z,27Z,30Z)-hexatriacontatetraenoate
CHEBI:77236	(23Z,26Z,29Z,32Z)-octatriacontatetraenoate
CHEBI:77237	O-hexadecanedioyl-L-carnitine
CHEBI:77238	[4)-beta-D-Glcp-(1->4)-[alpha-L-Rhap-(1->2)]-3-O-(2-glycerylphospho)-beta-D-Galp-(1->4)-beta-L-Rhap-(1->]n
CHEBI:77239	1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphate
CHEBI:77240	alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1<->1')-Cer
CHEBI:77241	1-icosanoyl-2-arachidonoyl-sn-glycero-3-phosphate
CHEBI:77242	(8Z,11Z,14Z,17Z,20Z)-hexacosapentaenoyl-CoA(4-)
CHEBI:77243	(10Z,13Z,16Z,19Z,22Z)-octacosapentaenoate
CHEBI:77244	(10Z,13Z,16Z,19Z,22Z)-octacosapentaenoyl-CoA(4-)
CHEBI:77245	lead tetraacetate
CHEBI:77246	(12Z,15Z,18Z,21Z,24Z)-triacontapentaenoate
CHEBI:77247	(12Z,15Z,18Z,21Z,24Z)-triacontapentaenoyl-CoA(4-)
CHEBI:77248	1-stearoyl-2-linoleoyl-sn-glycero-3-phosphate
CHEBI:77249	rosuvastatin calcium
CHEBI:77250	pristanoyl-CoA(4-)
CHEBI:77251	(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)
CHEBI:77252	1,2-diarachidonoyl-sn-glycero-3-phosphate
CHEBI:77253	tetraoleoyl cardiolipin(2-)
CHEBI:77254	1,2-dilinoleoyl-sn-glycero-3-phosphate
CHEBI:77256	1,1'-dioleyl 2,2'-dilysocardiolipin(2-)
CHEBI:77257	(2S)-2-methylpentadecanoyl-CoA(4-)
CHEBI:77258	1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphate
CHEBI:77259	trioleoyl 2-monolysocardiolipin(2-)
CHEBI:77260	5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole
CHEBI:77261	6-deoxy-6-sulfo-D-fructofuranose
CHEBI:77262	(R)-omeprazole
CHEBI:77263	6-deoxy-6-sulfo-D-fructofuranose 1-phosphate
CHEBI:77264	esomeprazole(1-)
CHEBI:77265	3-sulfolactaldehyde
CHEBI:77267	3-sulfopropanediol
CHEBI:77268	pristanate
CHEBI:77269	dTDP-beta-L-evernitrose
CHEBI:77270	11-hydroxy-Delta(9)-tetrahydrocannabinol
CHEBI:77271	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate
CHEBI:77272	1,3-diacyl-sn-glycerol
CHEBI:77273	11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol
CHEBI:77274	1-alkyl-3-acyl-sn-glycerol
CHEBI:77275	(2R)-pristanoyl-CoA(4-)
CHEBI:77276	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate
CHEBI:77277	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate
CHEBI:77278	6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole
CHEBI:77279	1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate
CHEBI:77280	dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose
CHEBI:77281	dTDP-N-hydroxy-beta-L-evernosamine
CHEBI:77282	dexamisole
CHEBI:77283	1-(Z)-alk-1-enyl-sn-glycero-3-phosphate(2-)
CHEBI:77284	1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphate(2-)
CHEBI:77285	dTDP-beta-L-evernosamine
CHEBI:77286	1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphocholine
CHEBI:77287	1-(Z)-alk-1-enyl-sn-glycero-3-phosphocholine
CHEBI:77290	1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77291	1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77293	(E)-2,3-didehydropristanoyl-CoA(4-)
CHEBI:77294	1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphocholine
CHEBI:77295	1-(Z)-alk-1-enyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77296	1-(Z)-alk-1-enyl-2-acyl-sn-glycerol
CHEBI:77297	1-(Z)-alk-1-enyl-sn-glycerol
CHEBI:77300	1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoserine(1-)
CHEBI:77301	1-(Z)-alk-1-enyl-2-octanoyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77302	1-(Z)-alk-1-enyl-2-stearoyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77303	1-(Z)-alk-1-enyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine zwitterion
CHEBI:77304	1-(Z)-alk-1-enyl-2-palmitoyl-sn-glycero-3-phosphocholine
CHEBI:77305	1-(Z)-alk-1-enyl-2-acylglycerol
CHEBI:77308	ethylenebis(dithiocarbamate)
CHEBI:77310	(E)-2-methylpentadec-2-enoyl-CoA(4-)
CHEBI:77311	alpha-NADH
CHEBI:77312	alpha-NADPH
CHEBI:77313	rosuvastatin(1-)
CHEBI:77314	beta-D-Galp-(1->4)-beta-D-GlcpNac-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNac-(1->2)-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo
CHEBI:77315	spectinomycin(2+)
CHEBI:77316	2,4,6-trinitroxylene
CHEBI:77317	SR12813
CHEBI:77319	oltipraz
CHEBI:77320	musk xylene
CHEBI:77322	methyl hexanoate
CHEBI:77323	ethoxyquin
CHEBI:77325	diisopropyl methylphosphonate
CHEBI:77327	CL-20
CHEBI:77328	1-palmitoyl-2-(8-epi-prostaglandin F2alpha)-sn-glycero-3-phosphocholine
CHEBI:77329	1-stearoyl-2-(8-epi-prostaglandin F2alpha)-sn-glycero-3-phosphocholine
CHEBI:77330	polyunsaturated fatty acyl-CoA(4-)
CHEBI:77331	monounsaturated fatty acyl-CoA(4-)
CHEBI:77332	saturated fatty acyl-CoA(4-)
CHEBI:77333	omega-3 unsaturated fatty acyl-CoA(4-)
CHEBI:77334	omega-6 unsaturated fatty acyl-CoA(4-)
CHEBI:77335	omega-4 unsaturated fatty acyl-CoA(4-)
CHEBI:77336	omega-7 unsaturated fatty acyl-CoA(4-)
CHEBI:77337	omega-9 unsaturated fatty acyl-CoA(4-)
CHEBI:77338	omega-10 unsaturated fatty acyl-CoA(4-)
CHEBI:77339	omega-12 unsaturated fatty acyl-CoA(4-)
CHEBI:77340	beta-D-QuipN4Fm-(1->4)-alpha-D-GalpNAcAN
CHEBI:77341	alpha-D-GalpNAcAN-(1->4)-alpha-D-GalpNAcAN-(1->3)-beta-D-QuipNAc-(1->2)-beta-D-QuipN4Fm-(1->4)-alpha-D-GalpNAcAN-(1->4)-alpha-D-GalpNAcAN
CHEBI:77342	2-oleoyl-sn-glycero-3-phosphoserine(1-)
CHEBI:77343	1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol
