CHEBI	BIGG
chebi:11203	1Dgali
chebi:11204	1Dgali
chebi:11212	1Dgali
chebi:11213	1Dgali
chebi:17505	1Dgali
chebi:18983	1Dgali
chebi:689	1Dgali
chebi:14588	meoh
chebi:156265	meoh
chebi:17790	meoh
chebi:25227	meoh
chebi:44080	meoh
chebi:44553	meoh
chebi:6816	meoh
chebi:6418	leuleu
chebi:73838	CE5866
chebi:73770	ala_L_leu__L
chebi:74389	ala_L_leu__L
chebi:77083	c8dc
chebi:73034	c4dc
chebi:71179	c51crn
chebi:78440	5mtr
chebi:10769	carveol
chebi:133	carveol
chebi:15389	carveol
chebi:18497	carveol
chebi:14812	pep
chebi:18021	pep
chebi:26054	pep
chebi:26055	pep
chebi:44894	pep
chebi:44897	pep
chebi:58702	pep
chebi:8147	pep
chebi:12575	acglu
chebi:17533	acglu
chebi:21549	acglu
chebi:21552	acglu
chebi:44335	acglu
chebi:44337	acglu
chebi:64040	acglu
chebi:7150	acglu
chebi:87274	acglu
chebi:80604	ddmcital
chebi:12132	pcollg5hlys
chebi:18040	pcollg5hlys
chebi:20576	pcollg5hlys
chebi:43764	pcollg5hlys
chebi:58357	pcollg5hlys
chebi:15061	salc
chebi:16914	salc
chebi:26595	salc
chebi:26597	salc
chebi:30762	salc
chebi:45521	salc
chebi:9006	salc
chebi:15227	thm
chebi:18385	thm
chebi:26941	thm
chebi:46393	thm
chebi:49107	thm
chebi:9530	thm
chebi:12821	phpyr
chebi:14784	phpyr
chebi:18005	phpyr
chebi:26007	phpyr
chebi:26009	phpyr
chebi:30851	phpyr
chebi:45005	phpyr
chebi:8105	phpyr
chebi:10793	ham
chebi:14421	ham
chebi:15429	ham
chebi:24708	ham
chebi:29772	ham
chebi:29773	ham
chebi:43221	ham
chebi:5806	ham
chebi:140754	dhbpt
chebi:20680	dhbpt
chebi:43120	dhbpt
chebi:13435	HC01797
chebi:18310	HC01797
chebi:22317	HC01797
chebi:2449	HC01797
chebi:25251	HC01797
chebi:25252	HC01797
chebi:2576	HC01797
chebi:32875	HC01797
chebi:46626	HC01797
chebi:48801	HC01797
chebi:11897	thcholstoic
chebi:11898	thcholstoic
chebi:1698	thcholstoic
chebi:18402	thcholstoic
chebi:20219	thcholstoic
chebi:20220	thcholstoic
chebi:48043	thcholstoic
chebi:58734	thcholstoic
chebi:85674	thcholstoic
chebi:11896	thcholst
chebi:16466	thcholst
chebi:1696	thcholst
chebi:20218	thcholst
chebi:48940	thcholst
chebi:11341	5adtststerone
chebi:11342	5adtststerone
chebi:16330	5adtststerone
chebi:19175	5adtststerone
chebi:41876	5adtststerone
chebi:793	5adtststerone
chebi:85278	5adtststerone
chebi:10914	prostgh2
chebi:14909	prostgh2
chebi:15554	prostgh2
chebi:26330	prostgh2
chebi:57405	prostgh2
chebi:8520	prostgh2
chebi:11357	inospp1
chebi:12890	inospp1
chebi:16507	inospp1
chebi:19185	inospp1
chebi:4273	inospp1
chebi:57798	inospp1
chebi:1001	HC01361
chebi:11510	HC01361
chebi:17001	HC01361
chebi:19454	HC01361
chebi:30567	HC01361
chebi:44427	HC01361
chebi:13931	25hvitd3
chebi:17933	25hvitd3
chebi:19815	25hvitd3
chebi:3304	25hvitd3
chebi:46387	25hvitd3
chebi:132028	HC02195
chebi:132326	HC02195
chebi:80774	HC02195
chebi:12262	xol7aone
chebi:17899	xol7aone
chebi:20800	xol7aone
chebi:2292	xol7aone
chebi:58317	xol7aone
chebi:10820	prostge1
chebi:142	prostge1
chebi:15544	prostge1
chebi:26322	prostge1
chebi:57397	prostge1
chebi:11964	andrstndn
chebi:13830	andrstndn
chebi:16422	andrstndn
chebi:20322	andrstndn
chebi:2709	andrstndn
chebi:40930	andrstndn
chebi:14023	crtsl
chebi:17650	crtsl
chebi:24633	crtsl
chebi:3893	crtsl
chebi:58221	crtsl
chebi:13150	pmtcrn
chebi:17490	pmtcrn
chebi:21369	pmtcrn
chebi:6281	pmtcrn
chebi:81563	CE7090
chebi:90818	CE7090
chebi:1030	2me4p
chebi:11483	2me4p
chebi:17764	2me4p
chebi:58262	2me4p
chebi:10920	15HPET
chebi:15628	15HPET
chebi:18594	15HPET
chebi:18595	15HPET
chebi:19152	15HPET
chebi:36041	15HPET
chebi:57446	15HPET
chebi:758	15HPET
chebi:11339	17ahprgstrn
chebi:11340	17ahprgstrn
chebi:17252	17ahprgstrn
chebi:19173	17ahprgstrn
chebi:790	17ahprgstrn
chebi:13981	7dhchsterol
chebi:17759	7dhchsterol
chebi:23181	7dhchsterol
chebi:3658	7dhchsterol
chebi:19172	17ahprgnlone
chebi:28750	17ahprgnlone
chebi:789	17ahprgnlone
chebi:13832	andrstrn
chebi:16032	andrstrn
chebi:20235	andrstrn
chebi:2714	andrstrn
chebi:12171	chlstol
chebi:145214	chlstol
chebi:16290	chlstol
chebi:2140	chlstol
chebi:23183	chlstol
chebi:13147	c8crn
chebi:18102	c8crn
chebi:21366	c8crn
chebi:44613	c8crn
chebi:6279	c8crn
chebi:14896	prgstrn
chebi:17026	prgstrn
chebi:18798	prgstrn
chebi:26269	prgstrn
chebi:439	prgstrn
chebi:45786	prgstrn
chebi:8453	prgstrn
chebi:11311	retinal_11_cis
chebi:16066	retinal_11_cis
chebi:19119	retinal_11_cis
chebi:727	retinal_11_cis
chebi:45487	retinal_cis_13
chebi:1708	xol7ah2
chebi:20233	xol7ah2
chebi:28047	xol7ah2
chebi:12179	xoltriol
chebi:16496	xoltriol
chebi:1697	xoltriol
chebi:20221	xoltriol
chebi:20667	xoltriol
chebi:57793	xoltriol
chebi:23656	lipa
chebi:27963	lipa
chebi:4476	lipa
chebi:58540	lipa
chebi:11314	11docrtstrn
chebi:16973	11docrtstrn
chebi:19123	11docrtstrn
chebi:39642	11docrtstrn
chebi:713	11docrtstrn
chebi:86536	11docrtstrn
chebi:84756	2doxg6p
chebi:84760	2doxg6p
chebi:136486	4mzym_int2
chebi:50593	4mzym_int2
chebi:20595	5htrp
chebi:2081	5htrp
chebi:28171	5htrp
chebi:12168	andrstandn
chebi:15994	andrstandn
chebi:20639	andrstandn
chebi:2137	andrstandn
chebi:40140	andrstandn
chebi:61911	butso3
chebi:61958	butso3
chebi:14022	crtstrn
chebi:16827	crtstrn
chebi:19131	crtstrn
chebi:3891	crtstrn
chebi:41361	crtstrn
chebi:57911	crtstrn
chebi:14130	dsmsterol
chebi:17737	dsmsterol
chebi:23646	dsmsterol
chebi:4451	dsmsterol
chebi:14460	i
chebi:16382	i
chebi:37181	i
chebi:43451	i
chebi:49698	i
chebi:5591	i
chebi:5946	i
chebi:1022	am6sa
chebi:11525	am6sa
chebi:11526	am6sa
chebi:15745	am6sa
chebi:19474	am6sa
chebi:57495	am6sa
chebi:77634	am6sa
chebi:12738	HC00682
chebi:16807	HC00682
chebi:22029	HC00682
chebi:83096	HC00682
chebi:8940	HC00682
chebi:13714	acmalt
chebi:73789	magste_hs
chebi:75555	magste_hs
chebi:75557	magste_hs
chebi:88427	CE1925
chebi:1573	3mox4hoxm
chebi:20105	3mox4hoxm
chebi:20106	3mox4hoxm
chebi:27622	3mox4hoxm
chebi:10924	5HPET
chebi:15632	5HPET
chebi:18601	5HPET
chebi:20573	5HPET
chebi:2061	5HPET
chebi:57450	5HPET
chebi:60942	5HPET
chebi:90822	5HPET
chebi:91268	5HPET
chebi:2002	CE4888
chebi:20514	CE4888
chebi:27404	CE4888
chebi:39961	CE4888
chebi:132200	CE6250
chebi:132883	CE6250
chebi:41860	sebacid
chebi:41865	sebacid
chebi:76283	sebacid
chebi:9071	sebacid
chebi:10007	vitd2
chebi:23937	vitd2
chebi:28934	vitd2
chebi:37623	xoltri25
chebi:58676	xoltri25
chebi:11201	3ig3p
chebi:12417	3ig3p
chebi:18299	3ig3p
chebi:24825	3ig3p
chebi:51793	3ig3p
chebi:58866	3ig3p
chebi:5915	3ig3p
chebi:60820	3ig3p
chebi:165598	ocdececrn
chebi:11710	35diotyr
chebi:1405	35diotyr
chebi:15768	35diotyr
chebi:19909	35diotyr
chebi:46196	35diotyr
chebi:57506	35diotyr
chebi:22014	HC01377
chebi:27462	HC01377
chebi:8931	HC01377
chebi:10326	appnn
chebi:22467	appnn
chebi:36740	appnn
chebi:1295	aprgstrn
chebi:19800	aprgstrn
chebi:28453	aprgstrn
chebi:387	aprgstrn
chebi:41509	HC02024
chebi:84337	HC02024
chebi:34634	HC02023
chebi:39859	HC02023
chebi:46898	HC02023
chebi:3663	HC02020
chebi:84319	HC02020
chebi:131444	gudac
chebi:14369	gudac
chebi:16344	gudac
chebi:24438	gudac
chebi:24440	gudac
chebi:44474	gudac
chebi:5560	gudac
chebi:57742	gudac
chebi:14563	HC00319
chebi:15792	HC00319
chebi:25130	HC00319
chebi:25132	HC00319
chebi:30794	HC00319
chebi:30795	HC00319
chebi:44060	HC00319
chebi:44151	HC00319
chebi:6660	HC00319
chebi:10317	pheacgln
chebi:12294	pheacgln
chebi:17884	pheacgln
chebi:22439	pheacgln
chebi:58310	pheacgln
chebi:14966	C01747
chebi:16874	C01747
chebi:26370	C01747
chebi:57934	C01747
chebi:8619	C01747
chebi:176511	triodthysuf
chebi:35432	triodthysuf
chebi:10987	4ppcys
chebi:12438	4ppcys
chebi:15769	4ppcys
chebi:21461	4ppcys
chebi:328	4ppcys
chebi:57507	4ppcys
chebi:59458	4ppcys
chebi:1115	3c3hmp
chebi:11580	3c3hmp
chebi:11763	3c3hmp
chebi:1178	3c3hmp
chebi:19595	3c3hmp
chebi:19667	3c3hmp
chebi:28107	3c3hmp
chebi:28635	3c3hmp
chebi:35128	3c3hmp
chebi:35129	3c3hmp
chebi:50271	2sephchc
chebi:58818	2sephchc
chebi:1296	20ahchsterol
chebi:43170	20ahchsterol
chebi:11938	4c2me
chebi:16578	4c2me
chebi:1770	4c2me
chebi:57823	4c2me
chebi:34461	CE5072
chebi:2198	6hoxmelatn
chebi:2949	C08261
chebi:40912	C08261
chebi:48131	C08261
chebi:78208	C08261
chebi:14026	cortsn
chebi:16962	cortsn
chebi:23397	cortsn
chebi:3896	cortsn
chebi:138150	tag6p__D
chebi:138801	tag6p__D
chebi:21155	gdpofuc
chebi:28530	gdpofuc
chebi:34770	gdpofuc
chebi:5216	gdpofuc
chebi:86476	gdpofuc
chebi:125590	Nacsertn
chebi:12582	Nacsertn
chebi:17697	Nacsertn
chebi:21630	Nacsertn
chebi:40804	Nacsertn
chebi:7223	Nacsertn
chebi:14834	CE2414
chebi:16285	CE2414
chebi:26109	CE2414
chebi:26111	CE2414
chebi:37257	CE2414
chebi:8189	CE2414
chebi:14834	phyt
chebi:16285	phyt
chebi:26109	phyt
chebi:26111	phyt
chebi:37257	phyt
chebi:8189	phyt
chebi:20882	cu2
chebi:23380	cu2
chebi:29036	cu2
chebi:49550	cu2
chebi:90761	drib
chebi:4126	fruur
chebi:47949	fruur
chebi:59863	fruur
chebi:59883	fruur
chebi:11675	35cgmp
chebi:1327	35cgmp
chebi:14377	35cgmp
chebi:16356	35cgmp
chebi:19829	35cgmp
chebi:39915	35cgmp
chebi:44955	35cgmp
chebi:44957	35cgmp
chebi:57746	35cgmp
chebi:78904	CE2313
chebi:78904	M00942
chebi:80219	dhlpro
chebi:80760	dhlpro
chebi:12197	pala
chebi:18394	pala
chebi:20686	pala
chebi:47999	pala
chebi:7893	pala
chebi:14287	galt1p
chebi:24140	galt1p
chebi:28663	galt1p
chebi:5252	galt1p
chebi:60083	galt1p
chebi:48005	ggptrc
chebi:58731	ggptrc
chebi:13035	xylu__D
chebi:17140	xylu__D
chebi:21120	xylu__D
chebi:4268	xylu__D
chebi:46514	xylu__D
chebi:11911	dhea
chebi:1723	dhea
chebi:20246	dhea
chebi:28689	dhea
chebi:40738	dhea
chebi:86953	dhea
chebi:77086	M01729
chebi:77086	ddeccrn
chebi:15199	HC02192
chebi:17179	HC02192
chebi:26857	HC02192
chebi:26859	HC02192
chebi:36259	HC02192
chebi:9411	HC02192
chebi:10644	gggp
chebi:12845	gggp
chebi:12846	gggp
chebi:16206	gggp
chebi:26694	gggp
chebi:57677	gggp
chebi:132957	C02712
chebi:21557	C02712
chebi:40767	C02712
chebi:71670	C02712
chebi:133670	pcs
chebi:82914	pcs
chebi:13466	uaccg
chebi:13467	uaccg
chebi:16435	uaccg
chebi:22110	uaccg
chebi:57771	uaccg
chebi:68483	uaccg
chebi:68507	uaccg
chebi:9818	uaccg
chebi:132246	CE1162
chebi:165589	pendecaeth
chebi:14772	perillyl
chebi:15420	perillyl
chebi:18496	perillyl
chebi:8022	perillyl
chebi:11229	adhap_hs
chebi:13731	adhap_hs
chebi:15835	adhap_hs
chebi:18995	adhap_hs
chebi:2466	adhap_hs
chebi:57534	adhap_hs
chebi:52285	cigam
chebi:58887	cigam
chebi:12889	ertascb__D
chebi:17803	ertascb__D
chebi:20925	ertascb__D
chebi:4272	ertascb__D
chebi:58277	ertascb__D
chebi:11044	3h3mglt
chebi:11813	3h3mglt
chebi:1524	3h3mglt
chebi:16831	3h3mglt
chebi:17325	3h3mglt
chebi:18746	3h3mglt
chebi:20042	3h3mglt
chebi:20043	3h3mglt
chebi:30920	3h3mglt
chebi:391	3h3mglt
chebi:43804	3h3mglt
chebi:60721	decdp
chebi:61011	decdp
chebi:10108	zeax
chebi:27361	zeax
chebi:27547	zeax
chebi:72859	pa160
chebi:73246	pa160
chebi:77446	pa160
chebi:78105	pa160
chebi:60206	gmhep17bp
chebi:60208	gmhep17bp
chebi:11663	fecost
chebi:1306	fecost
chebi:17038	fecost
chebi:19811	fecost
chebi:52361	fecost
chebi:13104	fc1p
chebi:13105	fc1p
chebi:16647	fc1p
chebi:21296	fc1p
chebi:57846	fc1p
chebi:13161	rml
chebi:17897	rml
chebi:21380	rml
chebi:58316	rml
chebi:6293	rml
chebi:11407	lipidA
chebi:19292	lipidA
chebi:19294	lipidA
chebi:29056	lipidA
chebi:58603	lipidA
chebi:863	lipidA
chebi:52971	q6
chebi:11001	lac__D
chebi:16004	lac__D
chebi:18684	lac__D
chebi:341	lac__D
chebi:42105	lac__D
chebi:42111	lac__D
chebi:43701	lac__D
chebi:11065	lac__L
chebi:12411	lac__L
chebi:16651	lac__L
chebi:18783	lac__L
chebi:422	lac__L
chebi:135158	catechol
chebi:13950	catechol
chebi:18135	catechol
chebi:23054	catechol
chebi:32402	catechol
chebi:3467	catechol
chebi:41441	catechol
chebi:50524	catechol
chebi:21384	selcyst
chebi:26630	selcyst
chebi:27760	selcyst
chebi:62226	selcyst
chebi:6297	selcyst
chebi:9092	selcyst
chebi:11413	lipidX
chebi:16942	lipidX
chebi:19303	lipidX
chebi:57957	lipidX
chebi:870	lipidX
chebi:14566	malACP
chebi:17330	malACP
chebi:58107	malACP
chebi:6662	malACP
chebi:176617	ni2
chebi:25517	ni2
chebi:49785	ni2
chebi:49786	ni2
chebi:33722	4fe4s
chebi:10999	glyc__R
chebi:12985	glyc__R
chebi:16659	glyc__R
chebi:21027	glyc__R
chebi:21030	glyc__R
chebi:32398	glyc__R
chebi:4187	glyc__R
chebi:41990	glyc__R
chebi:37689	all__D
chebi:40819	all__D
chebi:40822	all__D
chebi:13459	uama
chebi:13478	uama
chebi:16932	uama
chebi:22123	uama
chebi:57953	uama
chebi:83898	uama
chebi:84726	uama
chebi:9830	uama
chebi:13462	ugmda
chebi:18199	ugmda
chebi:22126	ugmda
chebi:61386	ugmda
chebi:9833	ugmda
chebi:20585	5hoxindoa
chebi:2071	5hoxindoa
chebi:27823	5hoxindoa
chebi:62622	5hoxindoa
chebi:176514	CE2866
chebi:35429	CE2866
chebi:45695	CE2866
chebi:45698	CE2866
chebi:11043	3aib
chebi:18188	3aib
chebi:18745	3aib
chebi:33094	3aib
chebi:390	3aib
chebi:41058	3aib
chebi:58655	3aib
chebi:6167	3aib
chebi:52442	iacgam
chebi:14654	no3
chebi:17632	no3
chebi:44487	no3
chebi:71263	no3
chebi:168659	4mzym_int1
chebi:50591	4mzym_int1
chebi:64925	4mzym_int1
chebi:13092	citr__L
chebi:16349	citr__L
chebi:21257	citr__L
chebi:41489	citr__L
chebi:57743	citr__L
chebi:6203	citr__L
chebi:145753	lyxnt
chebi:6268	lyxnt
chebi:14431	hxan
chebi:17368	hxan
chebi:24762	hxan
chebi:43237	hxan
chebi:5841	hxan
chebi:142210	2dr5p
chebi:142387	2dr5p
chebi:55513	2dr5p
chebi:62877	2dr5p
chebi:11904	ahandrostan
chebi:1710	ahandrostan
chebi:20236	ahandrostan
chebi:28195	ahandrostan
chebi:40622	ahandrostan
chebi:13354	h2o2
chebi:13355	h2o2
chebi:16240	h2o2
chebi:24637	h2o2
chebi:29192	h2o2
chebi:44812	h2o2
chebi:5586	h2o2
chebi:45075	preq0
chebi:677358	preq0
chebi:34306	wharachd
chebi:76624	wharachd
chebi:133000	prgnlones
chebi:35420	prgnlones
chebi:60933	ctbtcoa
chebi:61123	ctbtcoa
chebi:3591	dgchol
chebi:36252	dgchol
chebi:36274	dgchol
chebi:41520	dgchol
chebi:5463	dgchol
chebi:58664	dgchol
chebi:59452	dgchol
chebi:11851	3mob
chebi:1584	3mob
chebi:16530	3mob
chebi:20115	3mob
chebi:43714	3mob
chebi:11064	abt__L
chebi:13130	abt__L
chebi:18041	abt__L
chebi:18782	abt__L
chebi:421	abt__L
chebi:11064	lald__L
chebi:13130	lald__L
chebi:18041	lald__L
chebi:18782	lald__L
chebi:421	lald__L
chebi:21813	aclys
chebi:31888	aclys
chebi:35704	aclys
chebi:61512	aclys
chebi:13165	selcys
chebi:16633	selcys
chebi:21385	selcys
chebi:32742	selcys
chebi:32743	selcys
chebi:32744	selcys
chebi:32752	selcys
chebi:32753	selcys
chebi:32754	selcys
chebi:49562	selcys
chebi:57843	selcys
chebi:6298	selcys
chebi:9093	selcys
chebi:22075	slfcys
chebi:27891	slfcys
chebi:62225	slfcys
chebi:8974	slfcys
chebi:11279	1hdecg3p
chebi:15799	1hdecg3p
chebi:19078	1hdecg3p
chebi:57518	1hdecg3p
chebi:63582	1hdecg3p
chebi:64023	1hdecg3p
chebi:664	1hdecg3p
chebi:78992	hpdece
chebi:11998	e4hglu
chebi:16338	e4hglu
chebi:1851	e4hglu
chebi:20389	e4hglu
chebi:20390	e4hglu
chebi:21285	e4hglu
chebi:32811	e4hglu
chebi:32812	e4hglu
chebi:6331	e4hglu
chebi:26636	selhcys
chebi:84850	selhcys
chebi:9096	selhcys
chebi:65079	decd_tb
chebi:66867	decd_tb
chebi:14371	gua
chebi:14372	gua
chebi:16235	gua
chebi:24443	gua
chebi:42948	gua
chebi:5563	gua
chebi:13129	Lkynr
chebi:16946	Lkynr
chebi:21346	Lkynr
chebi:24992	Lkynr
chebi:28683	Lkynr
chebi:43628	Lkynr
chebi:57959	Lkynr
chebi:6148	Lkynr
chebi:6258	Lkynr
chebi:67008	Lkynr
chebi:67010	Lkynr
chebi:12147	mhpglu
chebi:17614	mhpglu
chebi:20613	mhpglu
chebi:2099	mhpglu
chebi:58207	mhpglu
chebi:176629	cd2
chebi:3290	cd2
chebi:48773	cd2
chebi:48775	cd2
chebi:15073	s7p
chebi:15074	s7p
chebi:15721	s7p
chebi:26621	s7p
chebi:4244	s7p
chebi:57483	s7p
chebi:9083	s7p
chebi:11392	2tpr3dpcoa
chebi:61378	2tpr3dpcoa
chebi:12679	mhista
chebi:21768	mhista
chebi:29009	mhista
chebi:58600	mhista
chebi:7317	mhista
chebi:52386	M01067
chebi:52386	zym_int2
chebi:32428	M01582
chebi:32429	M01582
chebi:1155	C05301
chebi:19637	C05301
chebi:28744	C05301
chebi:42267	C05301
chebi:82617	M00019
chebi:82618	M00019
chebi:2710	C04295
chebi:61562	dtdp4aaddg
chebi:61661	dtdp4aaddg
chebi:68493	dtdp4aaddg
chebi:68518	dtdp4aaddg
chebi:10783	urdglyc
chebi:11076	urdglyc
chebi:121	urdglyc
chebi:15412	urdglyc
chebi:18499	urdglyc
chebi:18804	urdglyc
chebi:27224	urdglyc
chebi:49050	urdglyc
chebi:57296	urdglyc
chebi:9891	urdglyc
chebi:15099	sphgn
chebi:16566	sphgn
chebi:26736	sphgn
chebi:26737	sphgn
chebi:549953	sphgn
chebi:57817	sphgn
chebi:9221	sphgn
chebi:24757	CE4633
chebi:93824	Nmtrp
chebi:14970	pur
chebi:17939	pur
chebi:26402	pur
chebi:45182	pur
chebi:60255	pur
chebi:8641	pur
chebi:64039	CE5125
chebi:77099	CE5125
chebi:27324	lut
chebi:28838	lut
chebi:43817	lut
chebi:6576	lut
chebi:18355	op4en
chebi:19594	op4en
chebi:37319	op4en
chebi:14219	estradiol
chebi:16469	estradiol
chebi:23963	estradiol
chebi:42475	estradiol
chebi:4864	estradiol
chebi:19214	23cgmp
chebi:28181	23cgmp
chebi:60837	23cgmp
chebi:825	23cgmp
chebi:47764	pe180
chebi:47768	pe180
chebi:47769	pe180
chebi:10989	5dpmev
chebi:15899	5dpmev
chebi:18674	5dpmev
chebi:332	5dpmev
chebi:57557	5dpmev
chebi:64136	3dphb
chebi:84503	3dphb
chebi:64136	3ophb_5
chebi:84503	3ophb_5
chebi:10957	glutcon
chebi:15670	glutcon
chebi:18630	glutcon
chebi:18631	glutcon
chebi:280	glutcon
chebi:36460	glutcon
chebi:10966	23dhmb
chebi:11424	23dhmb
chebi:15684	23dhmb
chebi:15689	23dhmb
chebi:18645	23dhmb
chebi:305	23dhmb
chebi:49072	23dhmb
chebi:881	23dhmb
chebi:60724	pg160
chebi:12232	6pgc
chebi:16863	6pgc
chebi:2231	6pgc
chebi:33851	6pgc
chebi:40282	6pgc
chebi:48928	6pgc
chebi:58759	6pgc
chebi:73858	pcholste_hs
chebi:74964	pcholste_hs
chebi:32549	ecaro
chebi:14220	estrone
chebi:17263	estrone
chebi:23971	estrone
chebi:4870	estrone
chebi:78209	CE3481
chebi:79059	CE3481
chebi:74565	1odecg3p
chebi:74850	1odecg3p
chebi:14504	leuktrC4
chebi:16978	leuktrC4
chebi:25025	leuktrC4
chebi:57973	leuktrC4
chebi:6422	leuktrC4
chebi:74955	tyrp
chebi:74956	tyrp
chebi:174978	CE6460
chebi:42465	eths
chebi:61909	eths
chebi:42465	ethso3
chebi:61909	ethso3
chebi:174980	CE6464
chebi:1013	2amac
chebi:11518	2amac
chebi:17123	2amac
chebi:23590	2amac
chebi:41996	2amac
chebi:58020	2amac
chebi:76565	2amac
chebi:72826	1agpg140
chebi:73092	1agpg140
chebi:72826	1tdecg3p
chebi:73092	1tdecg3p
chebi:1297	M00603
chebi:19801	M00603
chebi:28697	M00603
chebi:14347	gcald
chebi:17071	gcald
chebi:24386	gcald
chebi:5474	gcald
chebi:32924	CE2211
chebi:34347	CE2211
chebi:50169	CE2211
chebi:133082	2h3mv
chebi:89228	2h3mv
chebi:174982	CE6466
chebi:23379	cu
chebi:49551	cu
chebi:49552	cu
chebi:86319	25hvitd2
chebi:77275	CE5126
chebi:77550	CE5126
chebi:11800	3hanthrn
chebi:11826	3hanthrn
chebi:1536	3hanthrn
chebi:15793	3hanthrn
chebi:20061	3hanthrn
chebi:36559	3hanthrn
chebi:39887	3hanthrn
chebi:89698	Lhcystin
chebi:6182	arab__L
chebi:11008	pnto__R
chebi:18700	pnto__R
chebi:18701	pnto__R
chebi:29032	pnto__R
chebi:44679	pnto__R
chebi:46905	pnto__R
chebi:11787	kdo
chebi:11789	kdo
chebi:1493	kdo
chebi:16064	kdo
chebi:20005	kdo
chebi:20007	kdo
chebi:32817	kdo
chebi:58643	kdo
chebi:59447	kdo
chebi:6270	mepi
chebi:6277	normete__L
chebi:22270	doxrbcn
chebi:2496	doxrbcn
chebi:28748	doxrbcn
chebi:42031	doxrbcn
chebi:64816	doxrbcn
chebi:12751	HC00695
chebi:17432	HC00695
chebi:22073	HC00695
chebi:8971	HC00695
chebi:10489	dadp
chebi:14067	dadp
chebi:16174	dadp
chebi:19235	dadp
chebi:41890	dadp
chebi:57667	dadp
chebi:174983	CE6453
chebi:14444	indole
chebi:16881	indole
chebi:24794	indole
chebi:43537	indole
chebi:5900	indole
chebi:90813	CE7096
chebi:91286	CE7096
chebi:165475	M02457
chebi:1156	C05298
chebi:11660	C03577
chebi:1291	C03577
chebi:19798	C03577
chebi:28700	C03577
chebi:58584	C03577
chebi:12660	saccrp__L
chebi:16927	saccrp__L
chebi:21861	saccrp__L
chebi:45721	saccrp__L
chebi:57951	saccrp__L
chebi:7406	saccrp__L
chebi:21269	thcys
chebi:28839	thcys
chebi:41628	thcys
chebi:41711	thcys
chebi:41718	thcys
chebi:41743	thcys
chebi:58591	thcys
chebi:9551	thcys
chebi:14881	prgnlone
chebi:16581	prgnlone
chebi:26241	prgnlone
chebi:45027	prgnlone
chebi:8388	prgnlone
chebi:86573	prgnlone
chebi:12014	4hphac
chebi:18101	4hphac
chebi:1874	4hphac
chebi:20419	4hphac
chebi:40091	4hphac
chebi:48999	4hphac
chebi:125421	aflatoxin
chebi:2504	aflatoxin
chebi:174985	CE6455
chebi:12907	all6p
chebi:17942	all6p
chebi:20901	all6p
chebi:4094	all6p
chebi:58328	all6p
chebi:10745	o2
chebi:13416	o2
chebi:15379	o2
chebi:23833	o2
chebi:25366	o2
chebi:26689	o2
chebi:29793	o2
chebi:30491	o2
chebi:44742	o2
chebi:7860	o2
chebi:14516	lneldccoa
chebi:15530	lneldccoa
chebi:25049	lneldccoa
chebi:57383	lneldccoa
chebi:6480	lneldccoa
chebi:14516	lnlccoa
chebi:15530	lnlccoa
chebi:25049	lnlccoa
chebi:57383	lnlccoa
chebi:6480	lnlccoa
chebi:11895	cholate
chebi:13978	cholate
chebi:16359	cholate
chebi:1694	cholate
chebi:20216	cholate
chebi:20223	cholate
chebi:23168	cholate
chebi:23210	cholate
chebi:29747	cholate
chebi:41494	cholate
chebi:57748	cholate
chebi:50605	2h3k5m
chebi:58829	2h3k5m
chebi:59505	2h3k5m
chebi:14020	cpppg3
chebi:15439	cpppg3
chebi:23386	cpppg3
chebi:3880	cpppg3
chebi:41560	cpppg3
chebi:57309	cpppg3
chebi:10566	glucys
chebi:10570	glucys
chebi:12400	glucys
chebi:12404	glucys
chebi:17515	glucys
chebi:24185	glucys
chebi:24194	glucys
chebi:39975	glucys
chebi:58173	glucys
chebi:13016	rbl__D
chebi:17173	rbl__D
chebi:21086	rbl__D
chebi:4241	rbl__D
chebi:10986	4ppan
chebi:12886	4ppan
chebi:15905	4ppan
chebi:18702	4ppan
chebi:20891	4ppan
chebi:4082	4ppan
chebi:47812	CE2206
chebi:11174	dtt
chebi:18320	dtt
chebi:23854	dtt
chebi:25189	dtt
chebi:32885	dtt
chebi:42102	dtt
chebi:42106	dtt
chebi:4664	dtt
chebi:13291	cl
chebi:13364	cl
chebi:13970	cl
chebi:17883	cl
chebi:17996	cl
chebi:24635	cl
chebi:3616	cl
chebi:3731	cl
chebi:48804	cl
chebi:5590	cl
chebi:1299	21hprgnlone
chebi:19802	21hprgnlone
chebi:28043	21hprgnlone
chebi:1299	M00605
chebi:19802	M00605
chebi:28043	M00605
chebi:11777	3dhguln
chebi:1482	3dhguln
chebi:16142	3dhguln
chebi:19992	3dhguln
chebi:57655	3dhguln
chebi:10714	4hpro_LT
chebi:12864	4hpro_LT
chebi:18095	4hpro_LT
chebi:27060	4hpro_LT
chebi:43172	4hpro_LT
chebi:43210	4hpro_LT
chebi:43227	4hpro_LT
chebi:43318	4hpro_LT
chebi:49360	4hpro_LT
chebi:58375	4hpro_LT
chebi:15262	tmao
chebi:15263	tmao
chebi:15724	tmao
chebi:27126	tmao
chebi:9733	tmao
chebi:11758	bamppald
chebi:1455	bamppald
chebi:18090	bamppald
chebi:19966	bamppald
chebi:58374	bamppald
chebi:10720	cinnm
chebi:10955	cinnm
chebi:12871	cinnm
