CHEBI	BIGG
chebi:46817	urate
chebi:46821	urate
chebi:46822	urate
chebi:46823	urate
chebi:46824	urate
chebi:46825	urate
chebi:46826	urate
chebi:62585	urate
chebi:62589	urate
chebi:9885	urate
chebi:13230	adpglc
chebi:15751	adpglc
chebi:20846	adpglc
chebi:2349	adpglc
chebi:40615	adpglc
chebi:57498	adpglc
chebi:12101	air
chebi:137981	air
chebi:138560	air
chebi:18969	air
chebi:2655	air
chebi:28843	air
chebi:58592	air
chebi:11616	2mbcoa
chebi:1201	2mbcoa
chebi:15477	2mbcoa
chebi:19693	2mbcoa
chebi:57336	2mbcoa
chebi:80225	2mbcoa
chebi:88166	2mbcoa
chebi:90222	2mbcoa
chebi:12776	retinal
chebi:17898	retinal
chebi:22348	retinal
chebi:8814	retinal
chebi:78273	retinal_cis_9
chebi:12163	M03167
chebi:16752	M03167
chebi:20627	M03167
chebi:2122	M03167
chebi:57882	M03167
chebi:29126	dece3coa
chebi:84793	dece3coa
chebi:62168	acmanap
chebi:12456	acgam6p
chebi:12564	acgam6p
chebi:15784	acgam6p
chebi:21521	acgam6p
chebi:57513	acgam6p
chebi:7127	acgam6p
chebi:13767	aact
chebi:17906	aact
chebi:19025	aact
chebi:2648	aact
chebi:42749	aact
chebi:42849	aact
chebi:58320	aact
chebi:14568	malt
chebi:17306	malt
chebi:25144	malt
chebi:6668	malt
chebi:13332	gdpfuc
chebi:13335	gdpfuc
chebi:17009	gdpfuc
chebi:21162	gdpfuc
chebi:5221	gdpfuc
chebi:57273	gdpfuc
chebi:57984	gdpfuc
chebi:28681	HC00822
chebi:3597	HC00822
chebi:701011	HC00822
chebi:10732	HC01415
chebi:27078	HC01415
chebi:27537	HC01415
chebi:62242	HC01415
chebi:10732	c81coa
chebi:27078	c81coa
chebi:27537	c81coa
chebi:62242	c81coa
chebi:10732	oc2coa
chebi:27078	oc2coa
chebi:27537	oc2coa
chebi:62242	oc2coa
chebi:1691	HC01459
chebi:20213	HC01459
chebi:27458	HC01459
chebi:52050	HC01459
chebi:59807	HC01459
chebi:10202	tre
chebi:12281	tre
chebi:12284	tre
chebi:12287	tre
chebi:15251	tre
chebi:16551	tre
chebi:22365	tre
chebi:27082	tre
chebi:46211	tre
chebi:10450	3ddecdicoa
chebi:23257	3ddecdicoa
chebi:28002	3ddecdicoa
chebi:78550	3ddecdicoa
chebi:10450	C05280
chebi:23257	C05280
chebi:28002	C05280
chebi:78550	C05280
chebi:13142	metox
chebi:17016	metox
chebi:21361	metox
chebi:6272	metox
chebi:49031	metsox_S__L
chebi:58772	metsox_S__L
chebi:45744	acnam
chebi:58705	acnam
chebi:59907	f420_0
chebi:10261	man1p
chebi:12327	man1p
chebi:18205	man1p
chebi:21058	man1p
chebi:22404	man1p
chebi:35374	man1p
chebi:4210	man1p
chebi:43854	man1p
chebi:58409	man1p
chebi:20849	adprbp
chebi:2352	adprbp
chebi:37463	adprbp
chebi:58673	adprbp
chebi:76368	dcsptn1coa
chebi:76450	dcsptn1coa
chebi:12967	g1p
chebi:16077	g1p
chebi:21001	g1p
chebi:4169	g1p
chebi:57629	g1p
chebi:10398	g1p_B
chebi:12374	g1p_B
chebi:16218	g1p_B
chebi:22796	g1p_B
chebi:26049	g1p_B
chebi:28149	g1p_B
chebi:57684	g1p_B
chebi:8142	g1p_B
chebi:10232	gal1p
chebi:12305	gal1p
chebi:12306	gal1p
chebi:17973	gal1p
chebi:20957	gal1p
chebi:22374	gal1p
chebi:37480	gal1p
chebi:4140	gal1p
chebi:42878	gal1p
chebi:58336	gal1p
chebi:59011	gal1p
chebi:52370	3ohxccoa
chebi:52959	3ohxccoa
chebi:52977	3ohxccoa
chebi:73980	3ohxccoa
chebi:52330	g3pe
chebi:74243	pailste_hs
chebi:83054	pailste_hs
chebi:11724	ha_pre1
chebi:1429	ha_pre1
chebi:16126	ha_pre1
chebi:19931	ha_pre1
chebi:63279	ha_pre1
chebi:63280	ha_pre1
chebi:14565	malcoa
chebi:15531	malcoa
chebi:25135	malcoa
chebi:43979	malcoa
chebi:57384	malcoa
chebi:6661	malcoa
chebi:10374	fdp
chebi:22767	fdp
chebi:28013	fdp
chebi:32966	fdp
chebi:37736	fdp
chebi:41014	fdp
chebi:42553	fdp
chebi:49299	fdp
chebi:10603	inoshp
chebi:11366	inoshp
chebi:12829	inoshp
chebi:12832	inoshp
chebi:17401	inoshp
chebi:19200	inoshp
chebi:58130	inoshp
chebi:10603	minohp
chebi:11366	minohp
chebi:12829	minohp
chebi:12832	minohp
chebi:17401	minohp
chebi:19200	minohp
chebi:58130	minohp
chebi:10518	dtdprmn
chebi:136895	dtdprmn
chebi:14083	dtdprmn
chebi:15774	dtdprmn
chebi:23547	dtdprmn
chebi:35452	dtdprmn
chebi:46114	dtdprmn
chebi:57510	dtdprmn
chebi:32072	pecgon
chebi:176716	ecgon
chebi:4743	ecgon
chebi:146193	HC01115
chebi:21729	HC01115
chebi:29025	HC01115
chebi:7286	HC01115
chebi:53152	hdcoa
chebi:61540	hdcoa
chebi:1652	M03168
chebi:20181	M03168
chebi:28673	M03168
chebi:84996	M03168
chebi:12074	thbpt
chebi:15219	thbpt
chebi:15372	thbpt
chebi:26902	thbpt
chebi:43063	thbpt
chebi:9480	thbpt
chebi:59560	thptn
chebi:64242	thptn
chebi:14904	ppcoa
chebi:14907	ppcoa
chebi:15539	ppcoa
chebi:26295	ppcoa
chebi:57392	ppcoa
chebi:8479	ppcoa
chebi:84061	M03050
chebi:85029	M03050
chebi:84061	tridcoa
chebi:85029	tridcoa
chebi:14397	pmtcoa
chebi:14732	pmtcoa
chebi:15525	pmtcoa
chebi:24543	pmtcoa
chebi:57379	pmtcoa
chebi:7898	pmtcoa
chebi:13135	lys__L
chebi:133538	lys__L
chebi:18019	lys__L
chebi:21351	lys__L
chebi:25094	lys__L
chebi:32550	lys__L
chebi:32551	lys__L
chebi:32552	lys__L
chebi:32563	lys__L
chebi:32564	lys__L
chebi:32565	lys__L
chebi:43950	lys__L
chebi:6264	lys__L
chebi:18752	3hhdcoa
chebi:27402	3hhdcoa
chebi:397	3hhdcoa
chebi:62613	3hhdcoa
chebi:18752	HC01397
chebi:27402	HC01397
chebi:397	HC01397
chebi:62613	HC01397
chebi:74278	3hexdcoa
chebi:74459	3hexdcoa
chebi:73731	M00008
chebi:77220	M00008
chebi:73731	eidi1114ac
chebi:77220	eidi1114ac
chebi:55534	CE5456
chebi:55535	CE5456
chebi:25003	HC01441
chebi:28339	HC01441
chebi:6354	HC01441
chebi:79080	HC01441
chebi:25003	lac6p
chebi:28339	lac6p
chebi:6354	lac6p
chebi:79080	lac6p
chebi:60645	2hiv
chebi:64669	2hiv
chebi:79022	2hiv
chebi:39246	M02613
chebi:78796	M02613
chebi:39248	M02053
chebi:78797	M02053
chebi:11611	phllqne
chebi:14833	phllqne
chebi:18067	phllqne
chebi:26105	phllqne
chebi:45148	phllqne
chebi:8181	phllqne
chebi:5457	g3pg
chebi:61933	g3pg
chebi:84515	g3pg
chebi:85411	g3pg
chebi:2181	fuc__L
chebi:42548	fuc__L
chebi:52973	ergst3glc
chebi:84755	2dglc
chebi:90760	2dglc
chebi:11066	mal__L
chebi:13140	mal__L
chebi:15589	mal__L
chebi:18784	mal__L
chebi:18785	mal__L
chebi:30797	mal__L
chebi:423	mal__L
chebi:11902	dhcholestanate
chebi:16577	dhcholestanate
chebi:1707	dhcholestanate
chebi:20232	dhcholestanate
chebi:175293	CE5343
chebi:168572	pchol2ole_hs
chebi:13458	uamr
chebi:13477	uamr
chebi:17882	uamr
chebi:22120	uamr
chebi:58309	uamr
chebi:70757	uamr
chebi:70765	uamr
chebi:88385	uamr
chebi:9827	uamr
chebi:26833	s
chebi:37979	s
chebi:37980	s
chebi:37981	s
chebi:37982	s
chebi:37983	s
chebi:37984	s
chebi:37985	s
chebi:33737	2fe2s
chebi:13318	fmnh2
chebi:15017	fmnh2
chebi:16048	fmnh2
chebi:21128	fmnh2
chebi:42517	fmnh2
chebi:57618	fmnh2
chebi:8782	fmnh2
chebi:69081	magpalm_hs
chebi:75811	magpalm_hs
chebi:138879	LalaDgluMdap
chebi:177656	LalaDgluMdap
chebi:19030	appl
chebi:610	appl
chebi:15036	CE5594
chebi:15367	CE5594
chebi:26535	CE5594
chebi:26536	CE5594
chebi:35291	CE5594
chebi:45376	CE5594
chebi:8815	CE5594
chebi:15036	retn
chebi:15367	retn
chebi:26535	retn
chebi:26536	retn
chebi:35291	retn
chebi:45376	retn
chebi:8815	retn
chebi:50648	CE1617
chebi:63793	CE1617
chebi:78630	CE1617
chebi:134178	hretn
chebi:63795	hretn
chebi:12929	galct__D
chebi:14285	galct__D
chebi:16537	galct__D
chebi:20944	galct__D
chebi:24135	galct__D
chebi:24136	galct__D
chebi:24137	galct__D
chebi:30852	galct__D
chebi:33799	galct__D
chebi:35390	galct__D
chebi:4130	galct__D
chebi:48871	galct__D
chebi:5250	galct__D
chebi:12929	galctr__D
chebi:14285	galctr__D
chebi:16537	galctr__D
chebi:20944	galctr__D
chebi:24135	galctr__D
chebi:24136	galctr__D
chebi:24137	galctr__D
chebi:30852	galctr__D
chebi:33799	galctr__D
chebi:35390	galctr__D
chebi:4130	galctr__D
chebi:48871	galctr__D
chebi:5250	galctr__D
chebi:12953	glcr
chebi:16002	glcr
chebi:20980	glcr
chebi:20982	glcr
chebi:30612	glcr
chebi:33801	glcr
chebi:4155	glcr
chebi:42731	glcr
chebi:11420	23ddhb
chebi:11423	23ddhb
chebi:15941	23ddhb
chebi:19311	23ddhb
chebi:57576	23ddhb
chebi:877	23ddhb
chebi:104361	ocdce9a
chebi:14684	ocdce9a
chebi:16196	ocdce9a
chebi:25663	ocdce9a
chebi:25664	ocdce9a
chebi:30823	ocdce9a
chebi:44741	ocdce9a
chebi:7741	ocdce9a
chebi:104361	ocdcea
chebi:14684	ocdcea
chebi:16196	ocdcea
chebi:25663	ocdcea
chebi:25664	ocdcea
chebi:30823	ocdcea
chebi:44741	ocdcea
chebi:7741	ocdcea
chebi:10546	elaid
chebi:23903	elaid
chebi:27997	elaid
chebi:30825	elaid
chebi:42209	elaid
chebi:52994	cpmp
chebi:59648	cpmp
chebi:19080	pcholpalm_hs
chebi:28468	pcholpalm_hs
chebi:665	pcholpalm_hs
chebi:72998	pcholpalm_hs
chebi:73795	pcholpalm_hs
chebi:60530	hemeO
chebi:61719	hemeO
chebi:133748	cit
chebi:13999	cit
chebi:16947	cit
chebi:23321	cit
chebi:23322	cit
chebi:30769	cit
chebi:35802	cit
chebi:35804	cit
chebi:35806	cit
chebi:35808	cit
chebi:35809	cit
chebi:35810	cit
chebi:3727	cit
chebi:41523	cit
chebi:42563	cit
chebi:76049	cit
chebi:22095	u3hga
chebi:27392	u3hga
chebi:58510	u3hga
chebi:71573	u3hga
chebi:71619	u3hga
chebi:9807	u3hga
chebi:22095	u3hga_HP
chebi:27392	u3hga_HP
chebi:58510	u3hga_HP
chebi:71573	u3hga_HP
chebi:71619	u3hga_HP
chebi:9807	u3hga_HP
chebi:14044	cyart
chebi:17030	cyart
chebi:173045	cyart
chebi:20841	cyart
chebi:3995	cyart
chebi:13117	his__L
chebi:15971	his__L
chebi:21324	his__L
chebi:24598	his__L
chebi:27570	his__L
chebi:32510	his__L
chebi:32512	his__L
chebi:32513	his__L
chebi:32529	his__L
chebi:32531	his__L
chebi:32532	his__L
chebi:43048	his__L
chebi:43114	his__L
chebi:43118	his__L
chebi:43190	his__L
chebi:43239	his__L
chebi:5733	his__L
chebi:57595	his__L
chebi:6240	his__L
chebi:13852	arachd
chebi:15843	arachd
chebi:22607	arachd
chebi:22608	arachd
chebi:2799	arachd
chebi:32395	arachd
chebi:40501	arachd
chebi:10469	2coum
chebi:23284	2coum
chebi:28873	2coum
chebi:47921	2coum
chebi:24901	HC00229
chebi:28189	HC00229
chebi:6026	HC00229
chebi:24901	isomal
chebi:28189	isomal
chebi:6026	isomal
chebi:12230	6pgg
chebi:17888	6pgg
chebi:20755	6pgg
chebi:2233	6pgg
chebi:58312	6pgg
chebi:19057	pchollinl_hs
chebi:28733	pchollinl_hs
chebi:637	pchollinl_hs
chebi:73869	pchollinl_hs
chebi:84022	pchollinl_hs
chebi:13083	asn__L
chebi:17196	asn__L
chebi:21242	asn__L
chebi:32650	asn__L
chebi:32651	asn__L
chebi:40902	asn__L
chebi:58048	asn__L
chebi:6191	asn__L
chebi:10375	f6p
chebi:12352	f6p
chebi:16084	f6p
chebi:22768	f6p
chebi:42378	f6p
chebi:57634	f6p
chebi:61527	f6p
chebi:61553	f6p
chebi:25836	hdcea
chebi:28716	hdcea
chebi:32372	hdcea
chebi:44696	hdcea
chebi:7897	hdcea
chebi:14657	no
chebi:16480	no
chebi:25546	no
chebi:44452	no
chebi:7583	no
chebi:11038	mmcoa__S
chebi:11068	mmcoa__S
chebi:15466	mmcoa__S
chebi:18742	mmcoa__S
chebi:384	mmcoa__S
chebi:43874	mmcoa__S
chebi:57327	mmcoa__S
chebi:15143	o2s
chebi:18421	o2s
chebi:26839	o2s
chebi:7710	o2s
chebi:15102	sphings
chebi:16393	sphings
chebi:207585	sphings
chebi:26741	sphings
chebi:26743	sphings
chebi:46964	sphings
chebi:57756	sphings
chebi:9224	sphings
chebi:34477	6htststerone
chebi:63819	6htststerone
chebi:4251	HC00664
chebi:58695	HC00664
chebi:59966	adphep_DD
chebi:59967	adphep_DD
chebi:32425	CE2510
chebi:32426	CE2510
chebi:13174	thrnt
chebi:15908	thrnt
chebi:21402	thrnt
chebi:57561	thrnt
chebi:9573	thrnt
chebi:1140	hkndd
chebi:11589	hkndd
chebi:17367	hkndd
chebi:19615	hkndd
chebi:19621	hkndd
chebi:25454	ttdcea
chebi:27781	ttdcea
chebi:32370	ttdcea
chebi:7058	ttdcea
chebi:12212	fuc1p__L
chebi:12387	fuc1p__L
chebi:21294	fuc1p__L
chebi:28319	fuc1p__L
chebi:57268	fuc1p__L
chebi:6218	fuc1p__L
chebi:32357	3hcinnm
chebi:47928	3hcinnm
chebi:12398	nicrnt
chebi:14651	nicrnt
chebi:14652	nicrnt
chebi:15763	nicrnt
chebi:25532	nicrnt
chebi:57502	nicrnt
chebi:7561	nicrnt
chebi:13350	h2
chebi:18276	h2
chebi:25363	h2
chebi:29237	h2
chebi:29238	h2
chebi:29294	h2
chebi:29298	h2
chebi:29299	h2
chebi:5785	h2
chebi:4233	rib__D
chebi:46999	rib__D
chebi:47013	rib__D
chebi:14108	dhdascb
chebi:17242	dhdascb
chebi:21279	dhdascb
chebi:21280	dhdascb
chebi:23592	dhdascb
chebi:27956	dhdascb
chebi:4358	dhdascb
chebi:6210	dhdascb
chebi:12272	lnlc
chebi:14515	lnlc
chebi:17351	lnlc
chebi:20826	lnlc
chebi:25047	lnlc
chebi:30245	lnlc
chebi:42395	lnlc
chebi:6479	lnlc
chebi:12272	ocdcya
chebi:14515	ocdcya
chebi:17351	ocdcya
chebi:20826	ocdcya
chebi:25047	ocdcya
chebi:30245	ocdcya
chebi:42395	ocdcya
chebi:6479	ocdcya
chebi:75108	lneldc
chebi:11881	13dpg
chebi:16001	13dpg
chebi:1658	13dpg
chebi:20189	13dpg
chebi:57604	13dpg
chebi:14222	etoh
chebi:16236	etoh
chebi:23978	etoh
chebi:30878	etoh
chebi:30880	etoh
chebi:42377	etoh
chebi:44594	etoh
chebi:4879	etoh
chebi:14959	ppp9
chebi:14960	ppp9
chebi:14961	ppp9
chebi:15430	ppp9
chebi:26358	ppp9
chebi:57306	ppp9
chebi:8592	ppp9
chebi:1081	2dr1p
chebi:11563	2dr1p
chebi:19558	2dr1p
chebi:28542	2dr1p
chebi:57259	2dr1p
chebi:58576	2dr1p
chebi:10231	gal
chebi:22373	gal
chebi:28061	gal
chebi:42741	gal
chebi:53487	adrn
chebi:77225	adrn
chebi:13085	asp__L
chebi:17053	asp__L
chebi:176631	asp__L
chebi:177910	asp__L
chebi:21244	asp__L
chebi:21247	asp__L
chebi:29991	asp__L
chebi:29993	asp__L
chebi:40853	asp__L
chebi:40900	asp__L
chebi:40913	asp__L
chebi:40942	asp__L
chebi:6193	asp__L
chebi:58961	CE2020
chebi:59002	CE2020
chebi:10821	HC02202
chebi:143	HC02202
chebi:15545	HC02202
chebi:26314	HC02202
chebi:57398	HC02202
chebi:10822	HC02206
chebi:144	HC02206
chebi:15546	HC02206
chebi:26318	HC02206
chebi:57399	HC02206
chebi:11888	3sala
chebi:11889	3sala
chebi:16345	3sala
chebi:1664	3sala
chebi:21271	3sala
chebi:224037	3sala
chebi:41618	3sala
chebi:61085	3sala
chebi:8973	3sala
chebi:27247	urcan
chebi:27248	urcan
chebi:10298	lnlnca
chebi:22462	lnlnca
chebi:27432	lnlnca
chebi:32387	lnlnca
chebi:43891	lnlnca
chebi:74125	lst4exp
chebi:15015	raffin
chebi:16634	raffin
chebi:26521	raffin
chebi:49843	raffin
chebi:8771	raffin
chebi:6541	lstn
chebi:86022	C14825
chebi:32392	nrvnc
chebi:44244	nrvnc
chebi:44247	nrvnc
chebi:7526	nrvnc
chebi:53460	M00010
chebi:77223	M00010
chebi:64183	q10h2
chebi:61506	adphep_LD
chebi:61530	adphep_LD
chebi:13052	L2aadp6sa
chebi:17917	L2aadp6sa
chebi:21222	L2aadp6sa
chebi:42174	L2aadp6sa
chebi:58321	L2aadp6sa
chebi:6162	L2aadp6sa
chebi:168563	5forthf
chebi:75117	M00021
chebi:77806	M00021
chebi:14213	ergtetrol
chebi:18249	ergtetrol
chebi:4824	ergtetrol
chebi:80602	citalo
chebi:80605	citalppa
chebi:14495	kynate
chebi:18344	kynate
chebi:1841	kynate
chebi:20378	kynate
chebi:24991	kynate
chebi:58454	kynate
chebi:10383	gal_bD
chebi:22774	gal_bD
chebi:27667	gal_bD
chebi:42776	gal_bD
chebi:42889	gal_bD
chebi:15293	allphn
chebi:15832	allphn
chebi:27219	allphn
chebi:9889	allphn
chebi:11251	1acpc
chebi:18053	1acpc
chebi:19026	1acpc
chebi:19027	1acpc
chebi:19028	1acpc
chebi:30526	1acpc
chebi:39590	1acpc
chebi:58360	1acpc
chebi:609	1acpc
chebi:170862	tag1p__D
chebi:66937	decdpr_tb
chebi:67117	decdpr_tb
chebi:31530	dmantipyrine
chebi:11766	CCbuttc
chebi:11767	CCbuttc
chebi:12801	CCbuttc
chebi:1468	CCbuttc
chebi:15749	CCbuttc
chebi:19976	CCbuttc
chebi:57496	CCbuttc
chebi:12137	5hiu
chebi:18072	5hiu
chebi:20588	5hiu
chebi:2074	5hiu
chebi:59562	5hiu
chebi:12137	C11821
chebi:18072	C11821
chebi:20588	C11821
chebi:2074	C11821
chebi:59562	C11821
chebi:67139	4hthdp
chebi:67205	4hthdp
chebi:11058	actn__S
chebi:15687	actn__S
chebi:18770	actn__S
chebi:412	actn__S
chebi:43165	actn__S
chebi:13856	arsna
chebi:18231	arsna
chebi:22631	arsna
chebi:2843	arsna
chebi:2844	arsna
chebi:29125	arsna
chebi:48597	arsna
chebi:48600	arsna
chebi:13856	arsni
chebi:18231	arsni
chebi:22631	arsni
chebi:2843	arsni
chebi:2844	arsni
chebi:29125	arsni
chebi:48597	arsni
chebi:48600	arsni
chebi:13856	aso4
chebi:18231	aso4
chebi:22631	aso4
chebi:2843	aso4
chebi:2844	aso4
chebi:29125	aso4
chebi:48597	aso4
chebi:48600	aso4
chebi:145757	dca3g
chebi:11627	isobuta
chebi:1212	isobuta
chebi:16135	isobuta
chebi:19710	isobuta
chebi:25334	isobuta
chebi:25337	isobuta
chebi:40653	isobuta
chebi:43397	isobuta
chebi:48944	isobuta
chebi:24930	ival
chebi:28484	ival
chebi:43426	ival
chebi:48942	ival
chebi:6069	ival
chebi:166740	tca3s
chebi:25205	lanth
chebi:11860	3mgcoa
chebi:12863	3mgcoa
chebi:15488	3mgcoa
chebi:1603	3mgcoa
chebi:20132	3mgcoa
chebi:57346	3mgcoa
chebi:4167	glc__D
chebi:53042	udcpdp
chebi:172945	CE5756
chebi:12916	ara5p
chebi:16241	ara5p
chebi:20915	ara5p
chebi:4104	ara5p
chebi:57693	ara5p
chebi:11365	mi3p__D
chebi:18169	mi3p__D
chebi:19196	mi3p__D
chebi:58401	mi3p__D
chebi:814	mi3p__D
chebi:11220	mi1p__D
chebi:11354	mi1p__D
chebi:12828	mi1p__D
chebi:12895	mi1p__D
chebi:18297	mi1p__D
chebi:19207	mi1p__D
chebi:43432	mi1p__D
chebi:58433	mi1p__D
chebi:818	mi1p__D
chebi:13154	pro__L
chebi:17203	pro__L
chebi:172951	pro__L
chebi:184637	pro__L
chebi:21373	pro__L
chebi:26271	pro__L
chebi:32862	pro__L
chebi:32864	pro__L
chebi:32871	pro__L
chebi:32872	pro__L
chebi:42067	pro__L
chebi:45040	pro__L
chebi:45100	pro__L
chebi:45159	pro__L
chebi:58054	pro__L
chebi:60039	pro__L
chebi:6286	pro__L
chebi:12242	dann
chebi:149469	dann
chebi:17830	dann
chebi:20765	dann
chebi:2247	dann
chebi:42085	dann
chebi:58500	dann
chebi:11507	2aobut
chebi:13048	2aobut
chebi:16944	2aobut
chebi:17844	2aobut
chebi:21195	2aobut
chebi:35229	2aobut
chebi:40668	2aobut
chebi:40673	2aobut
chebi:6156	2aobut
chebi:78948	2aobut
chebi:998	2aobut
chebi:6211	djenk
chebi:71980	CE5747
chebi:18888	dhnpthld
chebi:28516	dhnpthld
chebi:501	dhnpthld
chebi:138671	dcsptn1
chebi:65136	dcsptn1
chebi:77226	dcsptn1
chebi:76299	docosdiac
chebi:76319	docosdiac
chebi:23873	ddcal
chebi:27836	ddcal
chebi:4679	ddcal
chebi:84068	ddcal
chebi:1118	2h34hppr
chebi:19599	2h34hppr
chebi:27683	2h34hppr
chebi:18715	C06350
chebi:28770	C06350
chebi:362	C06350
chebi:13006	orn__D
chebi:16176	orn__D
chebi:21066	orn__D
chebi:4220	orn__D
chebi:57668	orn__D
chebi:12701	pe_hs
chebi:14803	pe_hs
chebi:16038	pe_hs
chebi:26030	pe_hs
chebi:26031	pe_hs
chebi:45210	pe_hs
chebi:57613	pe_hs
chebi:7661	pe_hs
chebi:8129	pe_hs
chebi:21822	sucorn
chebi:27574	sucorn
chebi:45896	sucorn
chebi:58514	sucorn
chebi:7375	sucorn
chebi:23275	doco13ac
chebi:28792	doco13ac
chebi:32393	doco13ac
chebi:4836	doco13ac
chebi:12473	aprut
chebi:17768	aprut
chebi:21629	aprut
chebi:58263	aprut
chebi:7222	aprut
chebi:5022	ficytb
chebi:2208	6mpur
chebi:50667	6mpur
chebi:94796	6mpur
chebi:15077	slnt
chebi:18212	slnt
chebi:26642	slnt
chebi:29924	slnt
chebi:9090	slnt
chebi:10565	HC01577
chebi:140738	HC01577
chebi:169393	C13856
chebi:34261	C13856
chebi:52365	C13856
chebi:52392	C13856
chebi:1029	2mecdp
chebi:11481	2mecdp
chebi:11482	2mecdp
chebi:18425	2mecdp
chebi:58483	2mecdp
chebi:173537	2m3hvac
chebi:134711	urea
chebi:15292	urea
chebi:16199	urea
chebi:27218	urea
chebi:32285	urea
chebi:46379	urea
chebi:48376	urea
chebi:9888	urea
chebi:49039	3dhgulnp
chebi:58774	3dhgulnp
chebi:1706	xol7ah2al
chebi:20231	xol7ah2al
chebi:27428	xol7ah2al
chebi:5623	C09209
chebi:11994	4h2opntn
chebi:17655	4h2opntn
chebi:1840	4h2opntn
chebi:20377	4h2opntn
chebi:58222	4h2opntn
chebi:73143	4h2opntn
chebi:73148	4h2opntn
chebi:12042	4pasp
chebi:13062	4pasp
chebi:15836	4pasp
chebi:1925	4pasp
chebi:20471	4pasp
chebi:20472	4pasp
chebi:21246	4pasp
chebi:30407	4pasp
chebi:57535	4pasp
chebi:12107	5aprbu
chebi:18247	5aprbu
chebi:2031	5aprbu
chebi:58421	5aprbu
chebi:14972	ptrc
chebi:17148	ptrc
chebi:172953	ptrc
chebi:26405	ptrc
chebi:326268	ptrc
chebi:45092	ptrc
chebi:8650	ptrc
chebi:168047	hpdca
chebi:32365	hpdca
chebi:32366	hpdca
chebi:73722	hexdiac
chebi:76276	hexdiac
chebi:5764	C06199
chebi:63859	htaxol
chebi:14376	ppgpp
chebi:14380	ppgpp
chebi:17633	ppgpp
chebi:24445	ppgpp
chebi:42747	ppgpp
chebi:5565	ppgpp
chebi:58215	ppgpp
chebi:77828	ppgpp
chebi:44067	mpt
chebi:44074	mpt
chebi:58698	mpt
chebi:6969	mpt
chebi:10912	prostgi2
chebi:15552	prostgi2
chebi:245	prostgi2
chebi:26331	prostgi2
chebi:57403	prostgi2
chebi:1294	M00579
chebi:18646	23dhmp
chebi:27512	23dhmp
chebi:306	23dhmp
chebi:49258	23dhmp
chebi:882	23dhmp
chebi:1278	sucbz
chebi:12835	sucbz
chebi:18325	sucbz
chebi:19778	sucbz
chebi:37026	sucbz
chebi:44787	sucbz
chebi:44788	sucbz
chebi:6498	C06314
chebi:67026	C06314
chebi:11847	mercppyr
chebi:14583	mercppyr
chebi:16208	mercppyr
chebi:20103	mercppyr
chebi:20104	mercppyr
chebi:57678	mercppyr
chebi:6767	mercppyr
chebi:11885	3pop
chebi:1662	3pop
chebi:17271	3pop
chebi:20193	3pop
chebi:20194	3pop
chebi:30935	3pop
chebi:45128	3pop
chebi:58634	3pop
chebi:59461	3pop
chebi:71402	3pop
chebi:88256	3pop
chebi:12228	6p2dhglcn
chebi:15865	6p2dhglcn
chebi:20750	6p2dhglcn
chebi:2229	6p2dhglcn
chebi:1053	2dda7p
chebi:11544	2dda7p
chebi:11785	2dda7p
chebi:11786	2dda7p
chebi:18150	2dda7p
chebi:19523	2dda7p
chebi:20003	2dda7p
chebi:29477	2dda7p
chebi:58394	2dda7p
chebi:64834	mql7
chebi:44245	mqn7
chebi:12622	5prdmbz
chebi:16837	5prdmbz
chebi:21797	5prdmbz
chebi:30599	5prdmbz
chebi:45218	5prdmbz
chebi:45255	5prdmbz
chebi:57918	5prdmbz
chebi:7355	5prdmbz
chebi:14060	cysam
chebi:15235	cysam
chebi:17141	cysam
chebi:23506	cysam
chebi:4049	cysam
chebi:41923	cysam
chebi:58029	cysam
chebi:13122	hcys__L
chebi:14408	hcys__L
chebi:17230	hcys__L
chebi:17588	hcys__L
chebi:21329	hcys__L
chebi:43117	hcys__L
chebi:5751	hcys__L
chebi:58065	hcys__L
chebi:58199	hcys__L
chebi:6245	hcys__L
chebi:63072	hcys__L
chebi:66952	hcys__L
chebi:14275	frmd
chebi:16397	frmd
chebi:24078	frmd
chebi:40895	frmd
chebi:48431	frmd
chebi:5143	frmd
chebi:14286	galt
chebi:16813	galt
chebi:24139	galt
chebi:5251	galt
chebi:53575	galt
chebi:80633	degly
chebi:13191	xu5p__L
chebi:16593	xu5p__L
chebi:21427	xu5p__L
chebi:57829	xu5p__L
chebi:6328	xu5p__L
chebi:132951	male
chebi:14559	male
chebi:18300	male
chebi:25118	male
chebi:25119	male
chebi:30780	male
chebi:37156	male
chebi:43836	male
chebi:6653	male
chebi:15095	spmd
chebi:15097	spmd
chebi:16610	spmd
chebi:26732	spmd
chebi:26733	spmd
chebi:45647	spmd
chebi:57834	spmd
chebi:9218	spmd
chebi:52431	onpthl
chebi:12497	Ncbmpts
chebi:12594	Ncbmpts
chebi:17902	Ncbmpts
chebi:21691	Ncbmpts
chebi:58318	Ncbmpts
chebi:7258	Ncbmpts
chebi:25861	C01601
chebi:29019	C01601
chebi:32361	C01601
chebi:7616	C01601
chebi:25861	nona
chebi:29019	nona
chebi:32361	nona
chebi:7616	nona
chebi:13356	HC00250
chebi:14414	HC00250
chebi:16136	HC00250
chebi:24639	HC00250
chebi:29919	HC00250
chebi:30488	HC00250
chebi:30489	HC00250
chebi:37180	HC00250
chebi:43058	HC00250
